Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Category,Sub-Category,Product Name,Unit Price,Quantity,Discount,Total Sales,Profit
2037,2021-10-12,2021-10-15,Second Class,C-1081,Customer C-1081,Corporate,Tennessee City 1,Tennessee,South,Office Supplies,Storage,Global Storage 890,29.77,4,0.0,119.08,45.48
3827,2021-10-12,2021-10-16,Standard Class,C-1776,Customer C-1776,Consumer,Illinois City 4,Illinois,Central,Home & Garden,Decor,Global Decor 758,67.61,7,0.0,473.27,152.66
5514,2021-10-12,2021-10-13,Same Day,C-1758,Customer C-1758,Home Office,Michigan City 3,Michigan,Central,Clothing,T-Shirts,Premium T-Shirts 803,119.8,3,0.1,323.46,86.84
1758,2021-10-12,2021-10-15,First Class,C-1805,Customer C-1805,Consumer,Washington City 2,Washington,West,Clothing,Jackets,Value Jackets 535,148.76,5,0.0,743.8,288.11
2062,2021-10-13,2021-10-15,Second Class,C-4417,Customer C-4417,Corporate,Ohio City 2,Ohio,East,Technology,Phones,Premium Phones 570,1264.05,3,0.0,3792.15,842.64
2058,2021-10-13,2021-10-13,Second Class,C-1093,Customer C-1093,Corporate,Florida City 4,Florida,South,Clothing,Trousers,Value Trousers 539,163.79,1,0.0,163.79,61.66
8650,2021-10-13,2021-10-14,First Class,C-1999,Customer C-1999,Corporate,California City 2,California,West,Furniture,Tables,Best Tables 409,890.57,3,0.3,1870.2,-36.84
12762,2021-10-13,2021-10-18,Second Class,C-1487,Customer C-1487,Consumer,Oregon City 4,Oregon,West,Technology,Machines,Best Machines 946,1205.53,2,0.0,2411.06,798.77
2087,2021-10-13,2021-10-16,First Class,C-4429,Customer C-4429,Consumer,North Carolina City 4,North Carolina,South,Technology,Copiers,Value Copiers 182,1467.34,7,0.0,10271.38,3128.98
13358,2021-10-13,2021-10-15,Same Day,C-3870,Customer C-3870,Consumer,Tennessee City 1,Tennessee,South,Technology,Machines,Premium Machines 257,591.39,5,0.0,2956.95,730.46
14785,2021-10-13,2021-10-14,Second Class,C-1996,Customer C-1996,Corporate,Arizona City 3,Arizona,West,Clothing,Trousers,Premium Trousers 914,58.03,3,0.0,174.09,44.96
9028,2021-10-13,2021-10-17,Second Class,C-4798,Customer C-4798,Corporate,Florida City 2,Florida,South,Clothing,T-Shirts,Best T-Shirts 715,112.4,2,0.0,224.8,88.09
5117,2021-10-13,2021-10-18,Standard Class,C-1332,Customer C-1332,Corporate,California City 1,California,West,Home & Garden,Plants,Global Plants 672,186.95,3,0.0,560.85,208.87
1626,2021-10-14,2021-10-14,First Class,C-3989,Customer C-3989,Consumer,Washington City 4,Washington,West,Home & Garden,Decor,Global Decor 573,43.29,9,0.0,389.61,124.63
9958,2021-10-14,2021-10-19,Same Day,C-1642,Customer C-1642,Corporate,North Carolina City 3,North Carolina,South,Furniture,Tables,Premium Tables 535,725.05,1,0.0,725.05,185.52
5609,2021-10-14,2021-10-14,First Class,C-2123,Customer C-2123,Corporate,Indiana City 1,Indiana,Central,Clothing,T-Shirts,Acme T-Shirts 649,166.68,7,0.0,1166.76,426.06
10671,2021-10-14,2021-10-17,Same Day,C-3725,Customer C-3725,Corporate,Ohio City 4,Ohio,East,Technology,Machines,Best Machines 352,1186.42,6,0.0,7118.52,2261.84
12249,2021-10-14,2021-10-18,First Class,C-2228,Customer C-2228,Consumer,Indiana City 3,Indiana,Central,Technology,Phones,Value Phones 871,925.93,3,0.0,2777.79,737.53
6654,2021-10-14,2021-10-18,Second Class,C-2980,Customer C-2980,Home Office,Florida City 4,Florida,South,Furniture,Furnishings,Acme Furnishings 352,987.79,3,0.0,2963.37,1038.99
6563,2021-10-14,2021-10-16,Second Class,C-3720,Customer C-3720,Home Office,Illinois City 3,Illinois,Central,Home & Garden,Decor,Value Decor 998,71.82,5,0.0,359.1,116.65
3959,2021-10-14,2021-10-16,First Class,C-3266,Customer C-3266,Consumer,Massachusetts City 4,Massachusetts,East,Technology,Phones,Acme Phones 479,1742.91,9,0.0,15686.19,6220.51
12180,2021-10-14,2021-10-16,Second Class,C-3841,Customer C-3841,Consumer,Arizona City 4,Arizona,West,Office Supplies,Envelopes,Premium Envelopes 938,88.57,1,0.2,70.86,2.81
3063,2021-10-14,2021-10-15,First Class,C-2268,Customer C-2268,Corporate,Michigan City 2,Michigan,Central,Clothing,Jackets,Best Jackets 350,170.84,5,0.0,854.2,216.99
7763,2021-10-14,2021-10-16,Second Class,C-2185,Customer C-2185,Corporate,New York City 2,New York,East,Clothing,Trousers,Best Trousers 470,120.12,9,0.0,1081.08,251.89
193,2021-10-14,2021-10-15,Second Class,C-1276,Customer C-1276,Corporate,Pennsylvania City 2,Pennsylvania,East,Home & Garden,Plants,Best Plants 934,106.69,2,0.0,213.38,65.23
5713,2021-10-14,2021-10-17,Standard Class,C-3309,Customer C-3309,Consumer,Arizona City 1,Arizona,West,Home & Garden,Decor,Acme Decor 871,225.52,2,0.0,451.04,129.24
13483,2021-10-15,2021-10-20,Second Class,C-1580,Customer C-1580,Consumer,Indiana City 3,Indiana,Central,Clothing,T-Shirts,Acme T-Shirts 781,34.83,4,0.0,139.32,51.73
2970,2021-10-15,2021-10-16,Standard Class,C-3009,Customer C-3009,Consumer,Pennsylvania City 2,Pennsylvania,East,Clothing,Trousers,Acme Trousers 587,34.51,3,0.0,103.53,23.2
11078,2021-10-15,2021-10-16,Second Class,C-1539,Customer C-1539,Home Office,Pennsylvania City 3,Pennsylvania,East,Technology,Phones,Value Phones 156,1233.7,9,0.0,11103.3,2513.67
11042,2021-10-15,2021-10-19,Same Day,C-1972,Customer C-1972,Home Office,Washington City 3,Washington,West,Office Supplies,Appliances,Global Appliances 688,12.08,2,0.0,24.16,5.0
2969,2021-10-15,2021-10-20,First Class,C-4901,Customer C-4901,Consumer,Tennessee City 1,Tennessee,South,Clothing,Jackets,Premium Jackets 313,93.84,6,0.0,563.04,135.0
7421,2021-10-15,2021-10-16,First Class,C-4444,Customer C-4444,Home Office,Massachusetts City 2,Massachusetts,East,Office Supplies,Supplies,Acme Supplies 815,5.5,6,0.0,33.0,9.6
6363,2021-10-15,2021-10-20,Standard Class,C-4684,Customer C-4684,Home Office,California City 1,California,West,Office Supplies,Envelopes,Value Envelopes 557,20.82,8,0.2,133.25,6.25
883,2021-10-15,2021-10-18,Same Day,C-4773,Customer C-4773,Corporate,Indiana City 3,Indiana,Central,Office Supplies,Envelopes,Global Envelopes 563,64.24,9,0.0,578.16,161.96
4509,2021-10-16,2021-10-18,First Class,C-4351,Customer C-4351,Consumer,Massachusetts City 3,Massachusetts,East,Home & Garden,Kitchenware,Global Kitchenware 557,52.57,7,0.0,367.99,76.2
3534,2021-10-16,2021-10-21,Standard Class,C-2588,Customer C-2588,Corporate,Michigan City 4,Michigan,Central,Office Supplies,Binders,Premium Binders 389,64.95,2,0.0,129.9,50.84
7842,2021-10-16,2021-10-21,Standard Class,C-2361,Customer C-2361,Consumer,Indiana City 2,Indiana,Central,Office Supplies,Paper,Global Paper 347,65.91,8,0.0,527.28,141.85
13869,2021-10-16,2021-10-16,Same Day,C-3499,Customer C-3499,Consumer,Indiana City 4,Indiana,Central,Office Supplies,Appliances,Best Appliances 364,90.81,6,0.0,544.86,176.95
3611,2021-10-16,2021-10-16,Same Day,C-1083,Customer C-1083,Corporate,Oregon City 2,Oregon,West,Furniture,Tables,Value Tables 574,958.42,8,0.3,5367.15,222.04
8422,2021-10-16,2021-10-19,Same Day,C-4799,Customer C-4799,Home Office,Arizona City 4,Arizona,West,Furniture,Bookcases,Premium Bookcases 106,868.98,8,0.0,6951.84,1912.37
11657,2021-10-16,2021-10-21,Standard Class,C-4359,Customer C-4359,Consumer,Virginia City 3,Virginia,South,Office Supplies,Envelopes,Acme Envelopes 402,26.15,8,0.3,146.44,-6.94
10130,2021-10-16,2021-10-18,Second Class,C-2775,Customer C-2775,Consumer,Texas City 3,Texas,Central,Furniture,Chairs,Global Chairs 994,360.65,6,0.0,2163.9,616.49
477,2021-10-16,2021-10-20,First Class,C-2777,Customer C-2777,Corporate,New York City 4,New York,East,Furniture,Chairs,Acme Chairs 397,731.98,7,0.0,5123.86,1740.41
9795,2021-10-16,2021-10-21,Same Day,C-4024,Customer C-4024,Corporate,Oregon City 1,Oregon,West,Furniture,Furnishings,Global Furnishings 721,646.7,2,0.0,1293.4,304.75
8067,2021-10-16,2021-10-19,First Class,C-3310,Customer C-3310,Corporate,Tennessee City 2,Tennessee,South,Technology,Phones,Global Phones 225,1081.97,4,0.0,4327.88,984.98
13423,2021-10-16,2021-10-19,Same Day,C-3774,Customer C-3774,Consumer,Pennsylvania City 1,Pennsylvania,East,Furniture,Tables,Best Tables 506,274.07,6,0.0,1644.42,493.24
10338,2021-10-17,2021-10-19,First Class,C-4093,Customer C-4093,Corporate,Massachusetts City 4,Massachusetts,East,Furniture,Tables,Value Tables 776,104.1,9,0.0,936.9,257.1
7489,2021-10-17,2021-10-17,Second Class,C-3560,Customer C-3560,Corporate,Arizona City 2,Arizona,West,Home & Garden,Kitchenware,Value Kitchenware 467,122.78,2,0.0,245.56,63.5
3413,2021-10-17,2021-10-21,Standard Class,C-3121,Customer C-3121,Consumer,Virginia City 1,Virginia,South,Clothing,Jackets,Value Jackets 813,63.12,3,0.5,94.68,-15.69
12784,2021-10-17,2021-10-19,Standard Class,C-4728,Customer C-4728,Home Office,Indiana City 1,Indiana,Central,Technology,Copiers,Best Copiers 368,1889.28,7,0.0,13224.96,3644.38
14235,2021-10-17,2021-10-19,Second Class,C-2321,Customer C-2321,Corporate,Tennessee City 2,Tennessee,South,Furniture,Furnishings,Best Furnishings 313,298.58,2,0.0,597.16,124.49
11390,2021-10-17,2021-10-20,Same Day,C-1534,Customer C-1534,Home Office,Pennsylvania City 1,Pennsylvania,East,Furniture,Bookcases,Global Bookcases 743,352.15,5,0.2,1408.6,161.46
5044,2021-10-17,2021-10-22,Second Class,C-3384,Customer C-3384,Consumer,Illinois City 4,Illinois,Central,Home & Garden,Garden Tools,Value Garden Tools 111,186.87,4,0.0,747.48,274.49
8026,2021-10-17,2021-10-22,Second Class,C-4122,Customer C-4122,Consumer,Florida City 4,Florida,South,Technology,Machines,Global Machines 498,1849.74,4,0.5,3699.48,-431.62
10691,2021-10-18,2021-10-22,First Class,C-2088,Customer C-2088,Home Office,Massachusetts City 4,Massachusetts,East,Home & Garden,Plants,Global Plants 986,253.21,8,0.0,2025.68,409.4
1157,2021-10-18,2021-10-22,Standard Class,C-4141,Customer C-4141,Home Office,Ohio City 2,Ohio,East,Clothing,Jackets,Value Jackets 107,180.62,5,0.0,903.1,322.37
6740,2021-10-18,2021-10-20,Second Class,C-2595,Customer C-2595,Consumer,Tennessee City 3,Tennessee,South,Technology,Accessories,Premium Accessories 848,284.98,4,0.0,1139.92,289.34
10040,2021-10-18,2021-10-20,Standard Class,C-2276,Customer C-2276,Corporate,New York City 2,New York,East,Office Supplies,Art,Global Art 925,83.98,5,0.0,419.9,109.16
14807,2021-10-18,2021-10-23,First Class,C-4189,Customer C-4189,Home Office,Washington City 4,Washington,West,Office Supplies,Fasteners,Global Fasteners 483,21.12,1,0.0,21.12,6.29
9547,2021-10-18,2021-10-22,First Class,C-4314,Customer C-4314,Corporate,Michigan City 4,Michigan,Central,Furniture,Tables,Premium Tables 764,683.97,3,0.0,2051.91,454.53
7246,2021-10-19,2021-10-23,Standard Class,C-1522,Customer C-1522,Home Office,Indiana City 4,Indiana,Central,Furniture,Tables,Best Tables 953,191.02,6,0.0,1146.12,245.27
5165,2021-10-19,2021-10-19,Second Class,C-1341,Customer C-1341,Home Office,Michigan City 1,Michigan,Central,Home & Garden,Decor,Value Decor 147,185.67,2,0.0,371.34,143.92
11211,2021-10-19,2021-10-19,Standard Class,C-3561,Customer C-3561,Consumer,Oregon City 1,Oregon,West,Office Supplies,Envelopes,Acme Envelopes 284,58.99,3,0.0,176.97,50.18
6741,2021-10-19,2021-10-23,Standard Class,C-3729,Customer C-3729,Consumer,California City 2,California,West,Home & Garden,Decor,Premium Decor 537,20.27,1,0.0,20.27,4.98
14161,2021-10-19,2021-10-20,Same Day,C-3995,Customer C-3995,Corporate,Pennsylvania City 3,Pennsylvania,East,Clothing,Trousers,Global Trousers 424,157.47,7,0.1,992.06,230.96
8034,2021-10-19,2021-10-24,Same Day,C-4719,Customer C-4719,Consumer,New York City 4,New York,East,Furniture,Furnishings,Global Furnishings 779,259.11,4,0.0,1036.44,287.81
12194,2021-10-19,2021-10-22,Same Day,C-1054,Customer C-1054,Corporate,Tennessee City 3,Tennessee,South,Furniture,Furnishings,Acme Furnishings 929,973.49,3,0.0,2920.47,1133.2
13978,2021-10-20,2021-10-25,Standard Class,C-4592,Customer C-4592,Consumer,Texas City 2,Texas,Central,Clothing,Trousers,Global Trousers 715,25.25,7,0.3,123.72,-3.72
924,2021-10-20,2021-10-20,Standard Class,C-4734,Customer C-4734,Corporate,Texas City 3,Texas,Central,Technology,Copiers,Acme Copiers 128,1227.22,5,0.1,5522.49,611.15
1995,2021-10-20,2021-10-23,Second Class,C-3161,Customer C-3161,Corporate,California City 1,California,West,Technology,Copiers,Premium Copiers 682,1973.47,9,0.0,17761.23,6291.92
13609,2021-10-20,2021-10-24,Second Class,C-1552,Customer C-1552,Home Office,New York City 2,New York,East,Home & Garden,Plants,Premium Plants 119,192.19,6,0.4,691.88,-19.91
13037,2021-10-20,2021-10-21,Second Class,C-4667,Customer C-4667,Home Office,Pennsylvania City 2,Pennsylvania,East,Furniture,Furnishings,Global Furnishings 836,266.8,2,0.0,533.6,205.29
9085,2021-10-20,2021-10-24,Standard Class,C-3838,Customer C-3838,Consumer,Michigan City 3,Michigan,Central,Office Supplies,Storage,Premium Storage 486,69.09,4,0.0,276.36,88.65
8850,2021-10-20,2021-10-22,First Class,C-3407,Customer C-3407,Consumer,Florida City 2,Florida,South,Furniture,Furnishings,Value Furnishings 676,946.15,2,0.0,1892.3,390.82
2063,2021-10-20,2021-10-25,Second Class,C-4813,Customer C-4813,Corporate,Arizona City 4,Arizona,West,Home & Garden,Garden Tools,Best Garden Tools 192,159.59,9,0.0,1436.31,349.44
7262,2021-10-21,2021-10-22,Standard Class,C-2545,Customer C-2545,Consumer,Washington City 3,Washington,West,Technology,Accessories,Global Accessories 167,138.27,4,0.0,553.08,133.39
10940,2021-10-21,2021-10-24,Standard Class,C-2904,Customer C-2904,Home Office,Arizona City 3,Arizona,West,Furniture,Tables,Acme Tables 132,592.34,4,0.0,2369.36,904.73
5850,2021-10-21,2021-10-22,Second Class,C-2678,Customer C-2678,Corporate,Arizona City 2,Arizona,West,Furniture,Tables,Global Tables 851,547.1,3,0.0,1641.3,401.61
12662,2021-10-21,2021-10-25,First Class,C-1962,Customer C-1962,Consumer,Arizona City 1,Arizona,West,Office Supplies,Accessories,Global Accessories 270,11.17,7,0.0,78.19,19.04
3799,2021-10-21,2021-10-21,First Class,C-2039,Customer C-2039,Home Office,Arizona City 1,Arizona,West,Office Supplies,Envelopes,Premium Envelopes 515,85.65,2,0.5,85.65,-10.79
10988,2021-10-21,2021-10-23,Standard Class,C-3814,Customer C-3814,Home Office,Florida City 3,Florida,South,Clothing,T-Shirts,Acme T-Shirts 231,43.63,9,0.0,392.67,144.97
4267,2021-10-21,2021-10-25,Second Class,C-1329,Customer C-1329,Consumer,Tennessee City 1,Tennessee,South,Office Supplies,Accessories,Acme Accessories 738,12.38,2,0.0,24.76,5.41
6069,2021-10-21,2021-10-24,Second Class,C-3427,Customer C-3427,Consumer,California City 2,California,West,Technology,Machines,Acme Machines 232,761.52,8,0.3,4264.51,-358.69
1424,2021-10-21,2021-10-25,First Class,C-1528,Customer C-1528,Consumer,California City 2,California,West,Technology,Phones,Premium Phones 915,1596.65,6,0.0,9579.9,2563.66
6365,2021-10-22,2021-10-24,Same Day,C-3153,Customer C-3153,Home Office,Tennessee City 3,Tennessee,South,Technology,Machines,Value Machines 225,799.9,2,0.0,1599.8,597.76
11534,2021-10-22,2021-10-23,First Class,C-3774,Customer C-3774,Corporate,Michigan City 3,Michigan,Central,Office Supplies,Art,Acme Art 491,89.55,6,0.1,483.57,56.1
9587,2021-10-22,2021-10-27,Same Day,C-2856,Customer C-2856,Home Office,Pennsylvania City 2,Pennsylvania,East,Clothing,Trousers,Best Trousers 649,148.35,7,0.3,726.92,-71.14
4512,2021-10-22,2021-10-25,Same Day,C-1346,Customer C-1346,Consumer,New York City 4,New York,East,Technology,Machines,Value Machines 332,761.48,6,0.0,4568.88,1179.65
5882,2021-10-22,2021-10-22,Second Class,C-3252,Customer C-3252,Consumer,North Carolina City 2,North Carolina,South,Clothing,Dresses,Global Dresses 150,31.85,7,0.1,200.66,24.37
866,2021-10-22,2021-10-23,Same Day,C-3376,Customer C-3376,Consumer,Washington City 1,Washington,West,Furniture,Chairs,Best Chairs 242,853.07,7,0.2,4777.19,398.14
14168,2021-10-22,2021-10-22,First Class,C-4688,Customer C-4688,Home Office,Indiana City 2,Indiana,Central,Technology,Accessories,Global Accessories 961,1447.71,8,0.1,10423.51,1608.81
1115,2021-10-22,2021-10-24,First Class,C-2942,Customer C-2942,Home Office,North Carolina City 2,North Carolina,South,Office Supplies,Supplies,Acme Supplies 174,77.32,6,0.0,463.92,127.25
10418,2021-10-22,2021-10-25,First Class,C-3971,Customer C-3971,Consumer,Ohio City 1,Ohio,East,Furniture,Tables,Global Tables 322,365.02,6,0.0,2190.12,521.6
10688,2021-10-22,2021-10-22,First Class,C-3187,Customer C-3187,Consumer,Illinois City 1,Illinois,Central,Clothing,T-Shirts,Acme T-Shirts 332,108.42,9,0.0,975.78,215.11
1889,2021-10-22,2021-10-25,Standard Class,C-4127,Customer C-4127,Consumer,Arizona City 2,Arizona,West,Office Supplies,Supplies,Global Supplies 818,65.71,7,0.1,413.97,87.5
103,2021-10-22,2021-10-24,First Class,C-3958,Customer C-3958,Corporate,Texas City 2,Texas,Central,Office Supplies,Paper,Premium Paper 367,17.5,1,0.0,17.5,6.68
1039,2021-10-22,2021-10-26,Second Class,C-4225,Customer C-4225,Consumer,Florida City 4,Florida,South,Office Supplies,Accessories,Global Accessories 475,47.61,9,0.0,428.49,170.95
2903,2021-10-22,2021-10-22,First Class,C-4902,Customer C-4902,Consumer,California City 3,California,West,Technology,Machines,Best Machines 571,560.68,6,0.0,3364.08,1086.67
12566,2021-10-22,2021-10-27,First Class,C-2843,Customer C-2843,Home Office,New York City 1,New York,East,Furniture,Furnishings,Best Furnishings 920,961.52,5,0.0,4807.6,1030.48
2846,2021-10-22,2021-10-25,Second Class,C-2590,Customer C-2590,Consumer,Pennsylvania City 1,Pennsylvania,East,Home & Garden,Kitchenware,Premium Kitchenware 136,269.82,6,0.0,1618.92,456.01
6253,2021-10-23,2021-10-28,Second Class,C-3948,Customer C-3948,Corporate,Ohio City 3,Ohio,East,Clothing,Jackets,Acme Jackets 533,180.14,8,0.0,1441.12,398.15
10749,2021-10-23,2021-10-24,First Class,C-2774,Customer C-2774,Corporate,North Carolina City 4,North Carolina,South,Furniture,Tables,Acme Tables 673,77.61,1,0.0,77.61,20.66
6216,2021-10-23,2021-10-28,Second Class,C-3801,Customer C-3801,Home Office,Indiana City 4,Indiana,Central,Home & Garden,Decor,Global Decor 679,297.18,4,0.0,1188.72,247.38
12589,2021-10-23,2021-10-26,First Class,C-4531,Customer C-4531,Consumer,Illinois City 3,Illinois,Central,Home & Garden,Decor,Best Decor 443,244.53,8,0.0,1956.24,451.76
2147,2021-10-23,2021-10-27,Same Day,C-3769,Customer C-3769,Corporate,Tennessee City 3,Tennessee,South,Office Supplies,Supplies,Value Supplies 649,87.01,2,0.0,174.02,61.78
11883,2021-10-23,2021-10-27,Same Day,C-4264,Customer C-4264,Consumer,California City 3,California,West,Clothing,Trousers,Acme Trousers 116,59.1,1,0.0,59.1,17.91
8384,2021-10-23,2021-10-27,First Class,C-4307,Customer C-4307,Home Office,Washington City 1,Washington,West,Office Supplies,Fasteners,Premium Fasteners 778,80.59,9,0.0,725.31,198.86
2624,2021-10-23,2021-10-25,Second Class,C-4948,Customer C-4948,Consumer,Washington City 1,Washington,West,Furniture,Tables,Best Tables 858,572.84,9,0.0,5155.56,1223.47
3121,2021-10-23,2021-10-27,Second Class,C-1066,Customer C-1066,Consumer,Tennessee City 1,Tennessee,South,Office Supplies,Binders,Value Binders 840,94.35,3,0.0,283.05,79.78
4404,2021-10-23,2021-10-27,Same Day,C-2999,Customer C-2999,Consumer,Michigan City 1,Michigan,Central,Technology,Copiers,Best Copiers 485,1933.71,5,0.0,9668.55,2152.9
11661,2021-10-23,2021-10-25,First Class,C-4043,Customer C-4043,Corporate,Ohio City 4,Ohio,East,Office Supplies,Paper,Premium Paper 507,42.61,2,0.0,85.22,17.85
8224,2021-10-24,2021-10-29,Same Day,C-1722,Customer C-1722,Home Office,Michigan City 4,Michigan,Central,Technology,Accessories,Acme Accessories 191,1629.49,8,0.2,10428.74,1036.18
756,2021-10-24,2021-10-27,Second Class,C-4995,Customer C-4995,Consumer,Pennsylvania City 4,Pennsylvania,East,Technology,Phones,Global Phones 745,1459.46,5,0.5,3648.65,-872.95
9340,2021-10-24,2021-10-26,Standard Class,C-4201,Customer C-4201,Consumer,Pennsylvania City 1,Pennsylvania,East,Home & Garden,Decor,Value Decor 710,53.3,8,0.4,255.84,-39.59
8132,2021-10-24,2021-10-25,Same Day,C-4802,Customer C-4802,Consumer,Illinois City 3,Illinois,Central,Home & Garden,Plants,Value Plants 613,105.45,7,0.0,738.15,225.19
14573,2021-10-24,2021-10-24,Same Day,C-4395,Customer C-4395,Home Office,Tennessee City 1,Tennessee,South,Office Supplies,Art,Acme Art 785,62.93,6,0.0,377.58,82.34
7089,2021-10-25,2021-10-28,Standard Class,C-1533,Customer C-1533,Consumer,Illinois City 2,Illinois,Central,Home & Garden,Decor,Acme Decor 556,175.64,2,0.0,351.28,86.29
10254,2021-10-25,2021-10-30,Standard Class,C-2928,Customer C-2928,Home Office,Massachusetts City 2,Massachusetts,East,Clothing,Jackets,Best Jackets 982,158.09,9,0.0,1422.81,365.61
7501,2021-10-25,2021-10-26,Same Day,C-2157,Customer C-2157,Consumer,Tennessee City 1,Tennessee,South,Home & Garden,Kitchenware,Global Kitchenware 253,262.25,4,0.0,1049.0,288.32
13659,2021-10-25,2021-10-26,Same Day,C-3793,Customer C-3793,Corporate,North Carolina City 3,North Carolina,South,Furniture,Tables,Value Tables 733,530.0,3,0.0,1590.0,628.52
12779,2021-10-25,2021-10-25,Second Class,C-3386,Customer C-3386,Corporate,Washington City 3,Washington,West,Clothing,Jackets,Acme Jackets 240,115.44,2,0.1,207.79,29.74
5456,2021-10-25,2021-10-28,Same Day,C-2585,Customer C-2585,Home Office,Illinois City 3,Illinois,Central,Technology,Accessories,Global Accessories 546,1095.32,2,0.0,2190.64,843.34
11604,2021-10-25,2021-10-25,First Class,C-2010,Customer C-2010,Corporate,Indiana City 1,Indiana,Central,Home & Garden,Plants,Best Plants 516,24.69,6,0.0,148.14,50.84
1637,2021-10-25,2021-10-25,First Class,C-1518,Customer C-1518,Consumer,Michigan City 1,Michigan,Central,Technology,Accessories,Best Accessories 523,136.5,2,0.0,273.0,57.52
3356,2021-10-25,2021-10-29,First Class,C-3709,Customer C-3709,Home Office,North Carolina City 4,North Carolina,South,Home & Garden,Kitchenware,Premium Kitchenware 252,194.18,9,0.0,1747.62,446.25
3572,2021-10-25,2021-10-26,First Class,C-4643,Customer C-4643,Home Office,Massachusetts City 3,Massachusetts,East,Furniture,Furnishings,Premium Furnishings 198,140.05,8,0.0,1120.4,336.89
4440,2021-10-25,2021-10-28,Same Day,C-1244,Customer C-1244,Corporate,Washington City 1,Washington,West,Furniture,Tables,Best Tables 554,859.04,8,0.0,6872.32,2563.22
259,2021-10-26,2021-10-30,Second Class,C-4726,Customer C-4726,Consumer,Texas City 3,Texas,Central,Technology,Machines,Premium Machines 557,1926.2,1,0.0,1926.2,712.38
11145,2021-10-26,2021-10-28,Standard Class,C-1742,Customer C-1742,Home Office,Tennessee City 3,Tennessee,South,Office Supplies,Art,Global Art 547,62.79,7,0.0,439.53,158.65
11346,2021-10-26,2021-10-28,Standard Class,C-4316,Customer C-4316,Consumer,Virginia City 2,Virginia,South,Office Supplies,Binders,Premium Binders 991,82.9,9,0.0,746.1,267.51
9317,2021-10-26,2021-10-27,Second Class,C-3546,Customer C-3546,Consumer,California City 2,California,West,Furniture,Furnishings,Premium Furnishings 159,952.11,2,0.4,1142.53,-1.34
2055,2021-10-26,2021-10-27,Standard Class,C-2423,Customer C-2423,Home Office,Arizona City 4,Arizona,West,Technology,Phones,Value Phones 870,1979.64,1,0.0,1979.64,666.03
6383,2021-10-26,2021-10-30,Second Class,C-3590,Customer C-3590,Consumer,Pennsylvania City 4,Pennsylvania,East,Home & Garden,Decor,Value Decor 817,129.95,6,0.0,779.7,172.71
6029,2021-10-26,2021-10-27,Standard Class,C-1918,Customer C-1918,Consumer,Indiana City 4,Indiana,Central,Clothing,T-Shirts,Premium T-Shirts 611,188.05,5,0.0,940.25,355.76
6798,2021-10-26,2021-10-28,Same Day,C-4682,Customer C-4682,Consumer,Michigan City 4,Michigan,Central,Office Supplies,Labels,Value Labels 442,82.7,9,0.4,446.58,-57.85
3800,2021-10-26,2021-10-27,Standard Class,C-4328,Customer C-4328,Consumer,California City 3,California,West,Clothing,Jackets,Global Jackets 465,108.28,8,0.0,866.24,258.73
6692,2021-10-26,2021-10-31,First Class,C-1616,Customer C-1616,Consumer,Pennsylvania City 2,Pennsylvania,East,Furniture,Tables,Value Tables 450,865.51,6,0.0,5193.06,1401.99
8523,2021-10-26,2021-10-26,Same Day,C-4719,Customer C-4719,Corporate,Indiana City 2,Indiana,Central,Office Supplies,Fasteners,Premium Fasteners 626,85.09,5,0.5,212.73,-63.08
11029,2021-10-26,2021-10-27,Second Class,C-1729,Customer C-1729,Consumer,Florida City 1,Florida,South,Furniture,Furnishings,Premium Furnishings 686,944.9,8,0.0,7559.2,2016.07
3449,2021-10-26,2021-10-29,Second Class,C-4483,Customer C-4483,Corporate,Virginia City 1,Virginia,South,Office Supplies,Storage,Value Storage 403,97.07,4,0.0,388.28,154.11
13458,2021-10-26,2021-10-28,Second Class,C-1438,Customer C-1438,Corporate,Virginia City 3,Virginia,South,Office Supplies,Envelopes,Best Envelopes 414,60.12,4,0.0,240.48,92.17
14105,2021-10-27,2021-10-31,Standard Class,C-4353,Customer C-4353,Consumer,Indiana City 3,Indiana,Central,Home & Garden,Decor,Best Decor 328,269.1,6,0.0,1614.6,633.99
7950,2021-10-27,2021-10-31,Same Day,C-3575,Customer C-3575,Corporate,Illinois City 1,Illinois,Central,Furniture,Chairs,Acme Chairs 437,913.56,2,0.0,1827.12,374.13
13431,2021-10-27,2021-10-28,First Class,C-1536,Customer C-1536,Home Office,Tennessee City 3,Tennessee,South,Office Supplies,Supplies,Global Supplies 505,58.51,6,0.0,351.06,119.9
7366,2021-10-27,2021-11-01,Same Day,C-4690,Customer C-4690,Home Office,Tennessee City 3,Tennessee,South,Technology,Machines,Acme Machines 528,1117.1,1,0.0,1117.1,282.84
6331,2021-10-27,2021-10-27,Standard Class,C-3435,Customer C-3435,Corporate,New York City 4,New York,East,Clothing,Dresses,Value Dresses 478,80.31,1,0.2,64.25,5.76
2205,2021-10-27,2021-11-01,Same Day,C-1528,Customer C-1528,Home Office,Illinois City 1,Illinois,Central,Furniture,Tables,Best Tables 679,199.01,9,0.0,1791.09,540.79
1042,2021-10-28,2021-10-31,Same Day,C-1572,Customer C-1572,Consumer,Pennsylvania City 1,Pennsylvania,East,Home & Garden,Plants,Premium Plants 737,82.56,3,0.2,198.14,7.37
