Order Date,Total Sales,lag_1,lag_3,lag_7,lag_14,lag_30,rolling_mean_7,rolling_std_7,rolling_mean_30,rolling_std_30,rolling_mean_90,rolling_std_90,ema_0.1,ema_0.3,ema_0.5,IsHoliday,DayOfWeek,Month,Quarter,Year
2022-03-19,13936.067500000001,14359.375000000002,14897.970000000001,1337.29,13998.75,25784.412500000002,11823.267500000002,7608.355649854624,12667.636583333335,7234.967322133013,13903.23201092281,7243.964166144833,12585.396305669916,12745.210058187487,13559.062277802319,0,5,3,1,2022
2022-03-20,9314.8075,13936.067500000001,12876.6375,2596.2599999999998,14398.325,1772.87,12783.06,6608.438378734656,12919.034500000002,6969.5082421864545,13823.34020536725,7254.58873327093,12258.337425102925,11716.08929073124,11436.93488890116,0,6,3,1,2022
2022-03-21,15417.415,9314.8075,14359.375000000002,23016.972500000003,23773.542500000003,4121.14,11697.40892857143,5098.776655553586,13295.577,6780.379245978811,13793.758649811698,7242.455497763492,12574.245182592633,12826.48700351187,13427.17494445058,0,0,3,1,2022
2022-03-22,3538.76,15417.415,13936.067500000001,1079.5900000000001,19846.895,17380.0,12048.718928571428,4261.194723438473,12834.202333333333,6961.370525230798,13569.193233145032,7243.624080417691,11670.696664333369,10040.168902458308,8482.96747222529,0,1,3,1,2022
2022-03-23,26800.482500000002,3538.76,9314.8075,14897.970000000001,16891.0175,9728.0,13749.077857142858,7049.875131563699,13403.285083333332,7383.701860002686,13620.204538700586,7320.907814631659,13183.675247900033,15068.262981720816,17641.724986112647,0,2,3,1,2022
2022-03-24,13738.78,26800.482500000002,15417.415,12876.6375,14193.355000000001,11893.647500000001,13872.241071428574,7039.6165360936575,13464.789500000003,7378.376162284364,13514.946399811697,7249.200393604962,13239.185723110031,14669.41808720457,15690.252493056323,0,3,3,1,2022
2022-03-25,7662.9575,13738.78,3538.76,14359.375000000002,5127.74,6812.8,12915.61,7407.75615835354,13493.128083333335,7353.537283844332,13173.874872033919,6773.67685313484,12681.562900799028,12567.4799110432,11676.604996528162,0,4,3,1,2022
2022-03-26,15740.827500000001,7662.9575,26800.482500000002,13936.067500000001,1337.29,12551.915,13173.432857142858,7480.2442010392915,13599.425166666666,7362.505442802185,12971.841788700585,6409.189517659912,12987.489360719126,13519.484187730239,13708.716248264082,0,5,3,1,2022
2022-03-27,10285.5,15740.827500000001,13738.78,9314.8075,2596.2599999999998,9882.880000000001,13312.103214285715,7405.413336517419,13612.845833333333,7355.8611255877095,12994.495927589474,6395.889487167096,12717.290424647214,12549.288931411167,11997.10812413204,0,6,3,1,2022
2022-03-28,4104.6900000000005,10285.5,7662.9575,15417.415,23016.972500000003,5414.200000000001,11695.999642857143,8073.64503819337,13569.1955,7409.877302189418,12960.373705367252,6435.351945724847,11856.030382182493,10015.909251987816,8050.899062066021,0,0,3,1,2022
2022-03-29,5994.24,4104.6900000000005,15740.827500000001,3538.76,1079.5900000000001,19477.9575,12046.782500000001,7705.0917078721795,13119.73825,7447.953422292608,12872.23373314503,6476.160216931056,11269.851343964243,8809.40847639147,7022.56953103301,0,1,3,1,2022
2022-03-30,3676.36,5994.24,10285.5,26800.482500000002,14897.970000000001,25309.017499999998,8743.336428571429,4694.210030647178,12398.649666666668,7272.26212737006,12804.26895536725,6540.612800930346,10510.50220956782,7269.493933474029,5349.464765516505,0,2,3,1,2022
2022-03-31,14612.567500000001,3676.36,4104.6900000000005,13738.78,12876.6375,28430.0,8868.163214285714,4857.948669971114,11938.068583333335,6631.2252148692005,12736.609177589473,6489.291454176705,10920.708738611038,9472.416003431821,9981.016132758254,0,3,3,1,2022
2022-04-01,6832.05,14612.567500000001,5994.24,7662.9575,14359.375000000002,10368.0575,8749.462142857143,4902.254554073031,11820.201666666668,6691.247500638983,12665.391198219815,6518.791051532838,10511.842864749935,8680.306202402275,8406.533066379126,0,4,4,2,2022
2022-04-02,8656.9575,6832.05,3676.36,15740.827500000001,13936.067500000001,11144.8875,7737.480714285715,3833.0410239359785,11737.270666666667,6715.280409172942,12629.016059330923,6532.056981304143,10326.354328274942,8673.301591681591,8531.745283189564,0,5,4,2,2022
2022-04-03,13999.8375,8656.9575,14612.567500000001,10285.5,9314.8075,13411.9375,8268.100357142857,4451.723088508651,11756.867333333334,6721.191184022151,12441.200003775368,6237.06480532274,10693.702645447447,10271.262364177113,11265.791391594783,0,6,4,2,2022
2022-04-04,27422.2425,13999.8375,6832.05,4104.6900000000005,15417.415,13998.75,11599.179285714286,8070.332483534679,12204.317083333333,7297.683902518379,12538.2518371087,6401.153051443463,12366.556630902704,15416.556404923978,19344.01694579739,0,0,4,2,2022
2022-04-05,18740.4275,27422.2425,8656.9575,5994.24,3538.76,14398.325,13420.063214285716,8032.79063237011,12349.053833333333,7385.23253136505,12625.015170442033,6431.979641960584,13003.943717812434,16413.717733446785,19042.222222898694,0,1,4,2,2022
2022-04-06,19069.9025,18740.4275,13999.8375,3676.36,26800.482500000002,23773.542500000003,15619.140714285717,6955.617522672271,12192.265833333335,7181.445243856501,12649.240781553146,6452.296272047785,13610.53959603119,17210.573163412748,19056.062361449345,0,2,4,2,2022
2022-04-07,22454.725,19069.9025,27422.2425,14612.567500000001,13738.78,19846.895,16739.44892857143,7384.782553294394,12279.1935,7292.224356300675,12821.046198219814,6505.614355555906,14494.958136428071,18783.818714388923,20755.393680724672,0,3,4,2,2022
2022-04-08,11591.1775,22454.725,18740.4275,6832.05,7662.9575,16891.0175,17419.324285714287,6484.887711958774,12102.532166666666,7240.660368113094,12775.365531553147,6499.5859598722445,14204.580072785264,16626.026350072243,16173.285590362335,0,4,4,2,2022
2022-04-09,15154.429028793209,11591.1775,19069.9025,8656.9575,15740.827500000001,14193.355000000001,18347.534504113315,5395.094549541211,12134.56796762644,7252.346730743665,12772.093131873069,6498.29876008633,14299.56496838606,16184.547153688532,15663.857309577772,0,5,4,2,2022
2022-04-10,2198.56,15154.429028793209,22454.725,13999.8375,10285.5,5127.74,16661.63771839903,8130.533435567529,12036.928634293108,7368.717833932501,12698.95538187307,6580.248740663462,13089.464471547453,11988.751007581972,8931.208654788887,0,6,4,2,2022
2022-04-11,7515.847500000001,2198.56,11591.1775,27422.2425,4104.6900000000005,1337.29,13817.867004113317,7163.321901725425,12242.880550959775,7142.219047921711,12674.031270761958,6595.739520402388,12532.102774392708,10646.87995530738,8223.528077394443,0,0,4,2,2022
2022-04-12,5791.93,7515.847500000001,15154.429028793209,18740.4275,5994.24,2596.2599999999998,11968.081646970459,7349.730220584802,12349.40288429311,7016.101087567823,12565.496849185929,6628.005419908829,11858.085496953438,9190.394968715165,7007.729038697222,0,1,4,2,2022
2022-04-13,10736.0375,5791.93,2198.56,19069.9025,3676.36,23016.972500000003,10777.529504113316,6649.202689167474,11940.038384293108,6724.435849172919,12498.958876963705,6615.832305811553,11745.880697258093,9654.087728100616,8871.883269348611,0,2,4,2,2022
2022-04-14,4309.16,10736.0375,7515.847500000001,22454.725,14612.567500000001,1079.5900000000001,8185.305932684744,4540.868611702853,12047.690717626441,6568.620235796727,12444.16146029704,6663.374563338969,11002.208627532284,8050.609409670431,6590.5216346743055,0,3,4,2,2022
2022-04-15,7711.42,4309.16,5791.93,11591.1775,6832.05,14897.970000000001,7631.054861256173,4285.463286611712,11808.139050959775,6592.090307331393,12419.07582140815,6677.032833107099,10673.129764779056,7948.8525867693015,7150.970817337153,0,4,4,2,2022
2022-04-16,12823.2575,7711.42,10736.0375,15154.429028793209,8656.9575,12876.6375,7298.030357142858,3646.2913949202416,11806.359717626441,6591.799151426141,12491.83557140815,6644.92884758993,10888.14253830115,9411.17406073851,9987.114158668577,0,5,4,2,2022
2022-04-17,15871.3875,12823.2575,4309.16,2198.56,13999.8375,14359.375000000002,9251.291428571429,4093.977257376773,11856.760134293107,6617.721827265603,12548.462218347277,6651.845468148782,11386.467034471036,11349.238092516958,12929.250829334289,0,6,4,2,2022
2022-04-18,10575.5475,15871.3875,7711.42,7515.847500000001,27422.2425,13936.067500000001,9688.391428571429,4040.8000929479613,11744.742800959773,6609.7487393247175,12402.748162791722,6547.869588702509,11305.375081023933,11117.13091476187,11752.399164667146,0,0,4,2,2022
2022-04-19,14912.2775,10575.5475,12823.2575,5791.93,18740.4275,9314.8075,10991.298214285716,4045.4089971247627,11931.325134293107,6617.789179233308,12420.139912791723,6552.482952520123,11666.06532292154,12255.674890333308,13332.338332333573,0,1,4,2,2022
2022-04-20,10245.84,14912.2775,15871.3875,10736.0375,19069.9025,15417.415,10921.27,4054.7960488275266,11758.939300959775,6591.1523934131055,12345.121523902835,6538.122282471422,11524.042790629386,11652.724423233316,11789.089166166787,0,2,4,2,2022
2022-04-21,14485.0375,10245.84,10575.5475,4309.16,22454.725,3538.76,12374.966785714289,2967.491244410223,12123.81521762644,6421.197753069306,12410.987273902834,6529.386177747698,11820.142261566449,12502.418346263321,13137.063333083393,0,3,4,2,2022
2022-04-22,18735.702500000003,14485.0375,14912.2775,7711.42,11591.1775,26800.482500000002,13949.864285714286,3005.112337606483,11854.989217626442,5936.056119337163,12396.725912791724,6513.965205353104,12511.698285409804,14372.403592384326,15936.382916541697,0,4,4,2,2022
2022-04-23,15002.925927512604,18735.702500000003,10245.84,12823.2575,15154.429028793209,13738.78,14261.245489644658,2981.755332084605,11897.127415210192,5954.348380030869,12420.24700643075,6519.571374465182,12760.821049620085,14561.560292922808,15469.65442202715,0,5,4,2,2022
2022-04-24,1048.7,15002.925927512604,14485.0375,15871.3875,2198.56,7662.9575,12143.718703930374,5685.310785515387,11676.652165210195,6232.494316438883,12271.079950875197,6624.792442064264,11589.608944658077,10507.702205045965,8259.177211013575,0,6,4,2,2022
2022-04-25,12195.397500000001,1048.7,18735.702500000003,10575.5475,7515.847500000001,15740.827500000001,12375.125846787516,5643.657461849765,11558.471165210194,6186.214233768916,12141.43289531964,6508.5307607442355,11650.18780019227,11014.010793532176,10227.287355506789,0,0,4,2,2022
2022-04-26,7234.64,12195.397500000001,15002.925927512604,14912.2775,5791.93,10285.5,11278.320489644657,5811.938855631256,11456.775831876863,6232.763686468915,12119.702339764084,6521.745845626135,11208.633020173043,9880.199555472522,8730.963677753394,0,1,4,2,2022
2022-04-27,13661.555,7234.64,1048.7,10245.84,10736.0375,4104.6900000000005,11766.279775358944,5854.042200164293,11775.337998543528,6086.549278445922,12084.95378420853,6504.897919255905,11453.925218155739,11014.606188830765,11196.259338876698,0,2,4,2,2022
2022-04-28,6960.0975,13661.555,12195.397500000001,14485.0375,4309.16,5994.24,10691.288346787516,5961.506506831852,11807.533248543528,6057.399955528716,12081.461311986308,6507.59353037615,11004.542446340165,9798.253582181535,9078.178419438349,0,3,4,2,2022
2022-04-29,8366.810000000001,6960.0975,7234.64,18735.702500000003,7711.42,3676.36,9210.017989644659,4805.70540097252,11963.88158187686,5898.743251455301,12041.001784208529,6519.363363588649,10740.769201706149,9368.820507527074,8722.494209719174,0,4,4,2,2022
2022-04-30,13775.6675,8366.810000000001,13661.555,15002.925927512604,12823.2575,14612.567500000001,9034.695357142857,4576.043292739221,11935.984915210194,5887.753716184849,11956.972561986307,6446.513435262247,11044.259031535534,10690.874605268951,11249.080854859587,0,5,4,2,2022
2022-05-01,15891.9775,13775.6675,6960.0975,1048.7,15871.3875,6832.05,11155.163571428571,3591.9477471609944,12237.982498543528,5849.159445516118,11909.02603420853,6400.34439668616,11529.03087838198,12251.205473688266,13570.529177429795,0,6,5,2,2022
2022-05-02,13731.713690541226,15891.9775,8366.810000000001,12195.397500000001,10575.5475,8656.9575,11374.63731293446,3711.061719995231,12407.141038228236,5815.307904915911,11866.314102992319,6374.878861353843,11749.299159597906,12695.357938744153,13651.12143398551,0,0,5,2,2022
2022-05-03,15986.5875,13731.713690541226,13775.6675,7234.64,14912.2775,13999.8375,12624.915527220175,3554.809231232408,12473.366038228236,5845.3062728375535,12007.920297436765,6322.486916933535,12173.027993638116,13682.726807120906,14818.854466992754,0,1,5,2,2022
2022-05-04,5140.13,15986.5875,15891.9775,13661.555,10245.84,27422.2425,11407.569098648748,4479.469438906815,11730.628954894903,5267.395644349489,11977.2936307701,6349.246108096179,11469.738194274305,11119.947764984634,9979.492233496378,0,2,5,2,2022
2022-05-05,16721.9,5140.13,13731.713690541226,6960.0975,14485.0375,18740.4275,12802.112312934461,4382.593079393717,11663.344704894902,5187.04601750278,12031.952852992323,6368.869425947707,11994.954374846875,12800.533435489244,13350.69611674819,0,3,5,2,2022
2022-05-06,24244.8175,16721.9,15986.5875,8366.810000000001,18735.702500000003,19069.9025,15070.399098648748,5634.572645619052,11835.841871561568,5517.375832984213,12198.174297436766,6490.4279863761485,13219.940687362188,16233.81865484247,18797.756808374095,0,4,5,2,2022
2022-05-07,7809.948884271421,24244.8175,5140.13,13775.6675,15002.925927512604,22454.725,14218.153582116092,6277.52610312259,11347.68266770395,5183.194992539463,12150.223896150892,6506.89145615827,12678.941507053112,13706.657723671155,13303.852846322758,0,5,5,2,2022
2022-05-08,2466.86,7809.948884271421,16721.9,15891.9775,1048.7,11591.1775,12300.279653544665,7593.72038107867,11043.538751037284,5430.229611740213,12125.362340595339,6539.851264248488,11657.7333563478,10334.718406569807,7885.356423161379,0,6,5,2,2022
2022-05-09,7881.9875,2466.86,24244.8175,13731.713690541226,12195.397500000001,15154.429028793209,11464.604483467347,7730.581765286418,10801.12403341084,5402.64129537395,12128.875979484226,6537.458532001621,11280.15877071302,9598.899134598865,7883.67196158069,0,0,5,2,2022
2022-05-10,20120.3475,7881.9875,7809.948884271421,15986.5875,7234.64,2198.56,12055.141626324488,8272.482341327583,11398.51695007751,5409.458272299404,12316.974062817559,6520.940690293866,12164.177643641719,12755.333644219205,14002.009730790345,0,1,5,2,2022
2022-05-11,14742.1575,20120.3475,2466.86,5140.13,13661.555,7515.847500000001,13426.859840610201,7711.843456904659,11639.393950077509,5391.4654248311945,12312.671729484224,6519.1918040448545,12421.975629277547,13351.380800953442,14372.083615395171,0,2,5,2,2022
2022-05-12,13911.2075,14742.1575,7881.9875,16721.9,6960.0975,5791.93,13025.332340610203,7583.797528208744,11910.036533410841,5290.6552729809455,12357.891951706446,6515.971502183921,12570.898816349792,13519.32881066741,14141.645557697586,0,3,5,2,2022
2022-05-13,10817.9175,13911.2075,20120.3475,24244.8175,8366.810000000001,10736.0375,11107.203769181631,5749.278537553705,11912.765866744176,5290.04983381451,12263.434194790205,6475.417311743441,12395.600684714813,12708.905417467186,12479.781528848793,0,4,5,2,2022
2022-05-14,23878.705,10817.9175,14742.1575,7809.948884271421,13775.6675,4309.16,13402.740357142857,7230.469769665782,12565.084033410843,5521.611138970479,12407.22250034576,6588.343429079548,13543.911116243333,16059.84529222703,18179.243264424396,0,5,5,2,2022
2022-05-15,16791.0675,23878.705,13911.2075,2466.86,15891.9775,7711.42,15449.055714285714,5419.926112587288,12867.738950077508,5495.171483262146,12467.718833679093,6603.473139737206,13868.626754619,16279.21195455892,17485.1553822122,0,6,5,2,2022
2022-05-16,6722.138833924044,16791.0675,10817.9175,7881.9875,13731.713690541226,12823.2575,15283.363047703435,5700.291993313552,12664.368327874976,5608.601808590088,12466.886487389362,6604.200621279647,13153.977962549505,13412.090018368455,12103.647108068122,0,0,5,2,2022
2022-05-17,28123.152500000004,6722.138833924044,23878.705,20120.3475,15986.5875,15871.3875,16426.62090484629,7385.509210003996,13072.760494541644,6258.5707425026785,12664.034015167137,6803.040848114481,14650.895416294556,17825.40876285792,20113.399804034063,0,1,5,2,2022
2022-05-18,6924.38,28123.152500000004,16791.0675,14742.1575,5140.13,10575.5475,15309.795547703437,8225.960438851398,12951.05491120831,6343.728010115847,12454.478098500473,6683.779233328582,13878.2438746651,14555.100134000542,13518.889902017032,0,2,5,2,2022
2022-05-19,18779.8725,6924.38,6722.138833924044,13911.2075,16721.9,14912.2775,16005.319119132007,8293.548347039417,13079.974744541645,6423.753810880746,12643.444792944918,6618.486738061347,14368.406737198591,15822.53184380038,16149.381201008517,0,3,5,2,2022
2022-05-20,19455.0525,18779.8725,28123.152500000004,10817.9175,24244.8175,10245.84,17239.19554770344,8031.521572965837,13386.948494541643,6503.1983849953895,12813.821598500474,6593.957409229414,14877.071313478733,16912.288040660267,17802.216850504257,0,4,5,2,2022
2022-05-21,16706.25,19455.0525,6924.38,23878.705,7809.948884271421,14485.0375,16214.559119132007,7482.020885390143,13460.988911208311,6528.725891766423,12806.335487389362,6589.095847601467,15059.98918213086,16850.476628462187,17254.23342525213,0,5,5,2,2022
2022-05-22,11937.4775,16706.25,18779.8725,16791.0675,2466.86,18735.702500000003,15521.189119132006,7642.856694780336,13234.38141120831,6456.917023838767,12830.885237389362,6581.609470368287,14747.738013917773,15376.57688992353,14595.855462626065,0,6,5,2,2022
2022-05-23,9057.597500000002,11937.4775,19455.0525,6722.138833924044,7881.9875,15002.925927512604,15854.826071428572,7234.812668934175,13036.20379695789,6491.90766623448,12799.373570722695,6592.926771373567,14178.723962525995,13480.883072946472,11826.726481313033,0,0,5,2,2022
2022-05-24,25461.612500000003,9057.597500000002,16706.25,28123.152500000004,20120.3475,1048.7,15474.606071428574,6516.9219154805305,13849.96754695789,6467.492399504058,13006.582598500474,6694.928361388366,15307.012816273396,17075.10190106253,18644.169490656517,0,1,5,2,2022
2022-05-25,12183.907500000001,25461.612500000003,11937.4775,6924.38,14742.1575,12195.397500000001,16225.967142857146,5606.427182449915,13849.58454695789,6467.594100006557,13002.49362627825,6695.32154276235,14994.702284646057,15607.74358074377,15414.03849532826,0,2,5,2,2022
2022-05-26,19778.4725,12183.907500000001,9057.597500000002,18779.8725,13911.2075,7234.64,16368.624285714288,5694.2596655039115,14267.712296957889,6430.564748008469,13112.44465405603,6724.703986535643,15473.079306181451,16858.962256520637,17596.25549766413,0,3,5,2,2022
2022-05-27,27925.455,19778.4725,25461.612500000003,19455.0525,10817.9175,13661.555,17578.681785714285,7168.591002801542,14743.175630291224,6894.768816621571,13362.569709611584,6852.587443521669,16718.316875563305,20178.910079564444,22760.855248832064,0,4,5,2,2022
2022-05-28,14412.1675,27925.455,12183.907500000001,16706.25,23878.705,6960.0975,17250.955714285716,7266.888681413494,14991.577963624557,6737.13185579585,13306.283154056027,6822.530847385069,16487.701938006976,18448.88730569511,18586.511374416034,0,5,5,2,2022
2022-05-29,14288.997500000001,14412.1675,19778.4725,11937.4775,16791.0675,8366.810000000001,17586.887142857144,7030.8394817037415,15188.984213624557,6622.106174850568,13183.838487389363,6702.529516285368,16267.831494206279,17200.920363986577,16437.754437208016,0,6,5,2,2022
2022-05-30,18231.5775,14288.997500000001,27925.455,9057.597500000002,6722.138833924044,13775.6675,18897.455714285716,5947.547630281934,15337.514546957891,6639.262753822403,13070.522681833807,6525.753524353133,16464.20609478565,17510.117504790604,17334.665968604008,1,0,5,2,2022
2022-05-31,4656.26,18231.5775,14412.1675,25461.612500000003,28123.152500000004,15891.9775,15925.262499999999,7189.412475191811,14962.990630291224,6917.96315479133,13007.05826516714,6579.880688544226,15283.411485307088,13653.960253353422,10995.462984302005,0,1,5,2,2022
2022-06-01,12956.337500000001,4656.26,14288.997500000001,12183.907500000001,6924.38,13731.713690541226,16035.609642857144,7128.083583108724,14937.144757273183,6924.167535495905,13027.185487389363,6576.8903311572085,15050.704086776379,13444.673427347396,11975.900242151003,0,2,6,2,2022
2022-06-02,5090.59,12956.337500000001,18231.5775,19778.4725,18779.8725,15986.5875,13937.340714285716,7956.368084178395,14573.944840606515,7149.330016506163,12934.726070722694,6629.700299106574,14054.692678098741,10938.448399143177,8533.245121075503,0,3,6,2,2022
2022-06-03,6311.9975,5090.59,4656.26,27925.455,19455.0525,5140.13,10849.703928571429,5409.355629640988,14613.007090606516,7099.032975654378,12849.317709611583,6665.256464672801,13280.423160288869,9550.513129400224,7422.621310537752,0,4,6,2,2022
2022-06-04,9578.6175,6311.9975,12956.337500000001,14412.1675,16706.25,16721.9,10159.196785714286,5182.5618371991395,14374.89767393985,7145.503946685819,12795.765404056028,6672.029695285374,12910.242594259982,9558.944440580157,8500.619405268877,0,5,6,2,2022
2022-06-05,13988.6075,9578.6175,5090.59,14288.997500000001,11937.4775,24244.8175,10116.283928571429,5143.765239980206,14033.024007273185,6898.066064604503,12687.04390405603,6570.080029750067,13018.079084833984,10887.84335840611,11244.61345263444,0,6,6,2,2022
2022-06-06,16963.3575,13988.6075,6311.9975,18231.5775,9057.597500000002,7809.948884271421,9935.109642857144,4822.595825099951,14338.137627797469,6815.255474420628,12655.004598500473,6541.7421105786125,13412.606926350585,12710.497600884275,14103.985476317219,0,0,6,2,2022
2022-06-07,26254.86,16963.3575,9578.6175,4656.26,25461.612500000003,2466.86,13020.623928571427,7203.816028904081,15131.070961130803,6770.122623331908,12759.047292944919,6682.812701009799,14696.832233715528,16773.80632061899,20179.42273815861,0,1,6,2,2022
2022-06-08,15618.325,26254.86,13988.6075,12956.337500000001,12183.907500000001,7881.9875,13400.907857142856,7269.816587749044,15388.94887779747,6630.377907231463,12774.880292944918,6687.935126636508,14788.981510343976,16427.161924433294,17898.873869079303,0,2,6,2,2022
2022-06-09,27267.100000000002,15618.325,16963.3575,5090.59,19778.4725,20120.3475,16568.980714285713,7853.391004058861,15627.173961130802,6927.947474412197,13020.873181833806,6809.555364408269,16036.793359309579,19679.143347103305,22582.98693453965,0,3,6,2,2022
2022-06-10,7937.58049905074,27267.100000000002,26254.86,6311.9975,27925.455,14742.1575,16801.206857007248,7516.3417933157725,15400.354727765827,7067.898323369223,13094.20974293437,6717.228934034362,15226.872073283695,16156.674492687534,15260.283716795195,0,4,6,2,2022
2022-06-11,15125.6075,7937.58049905074,15618.325,9578.6175,14412.1675,13911.2075,17593.63399986439,6894.667196122955,15440.834727765827,7062.5510244999205,13233.424715156592,6626.435821026576,15216.745615955326,15847.354394881273,15192.945608397597,0,5,6,2,2022
2022-06-12,6806.277500000001,15125.6075,27267.100000000002,13988.6075,14288.997500000001,10817.9175,16567.58685700725,7970.9895818801215,15307.113394432494,7189.928193040828,13053.30588182326,6577.651610424301,14375.698804359794,13135.03132641689,10999.611554198798,0,6,6,2,2022
2022-06-13,4051.92,6806.277500000001,7937.58049905074,16963.3575,18231.5775,23878.705,14723.095785578678,9254.641184943595,14646.22056109916,7285.462072748659,13086.331770712148,6524.100932469148,13343.320923923815,10410.097928491823,7525.765777099399,0,0,6,2,2022
2022-06-14,15860.095000000001,4051.92,15125.6075,26254.86,4656.26,16791.0675,13238.129357007248,7818.41421507608,14615.188144432494,7277.989972669121,13097.022048489926,6527.889965674433,13594.998331531433,12045.097049944276,11692.9303885497,0,1,6,2,2022
2022-06-15,15818.0175,15860.095000000001,6806.277500000001,15618.325,12956.337500000001,6722.138833924044,13266.65685700725,7828.903710340095,14918.38409996836,7125.70320944269,13129.704048489926,6534.134258884654,13817.30024837829,13176.973184960993,13755.47394427485,0,2,6,2,2022
2022-06-16,13153.1175,15818.0175,4051.92,27267.100000000002,5090.59,28123.152500000004,11250.373642721534,4886.940024504183,14419.382933301693,6679.288454213858,13116.301187378815,6532.82061860851,13750.881973540461,13169.816479472694,13454.295722137425,0,3,6,2,2022
2022-06-17,28199.110000000004,13153.1175,15860.095000000001,7937.58049905074,6311.9975,6924.38,14144.87785714286,7755.977049812049,15128.540599968359,6978.767316703491,13274.779437378815,6723.159744673351,15195.704776186416,17678.604535630886,20826.702861068716,0,4,6,2,2022
2022-06-18,9370.5175,28199.110000000004,15818.0175,15125.6075,9578.6175,18779.8725,13322.722142857145,7937.591847668254,14814.895433301692,7020.325199311015,13275.398437378813,6722.793608907919,14613.186048567775,15186.17842494162,15098.610180534357,0,5,6,2,2022
2022-06-19,24282.205,9370.5175,13153.1175,6806.277500000001,13988.6075,19455.0525,15819.283214285717,8287.024792509434,14975.800516635027,7183.7608790918575,13373.896104045481,6818.784606545857,15580.087943710998,17914.98639745913,19690.40759026718,1,6,6,2,2022
2022-06-20,15122.4275,24282.205,28199.110000000004,4051.92,16963.3575,16706.25,17400.784285714286,6539.054861205051,14923.006433301693,7176.421205567553,13502.603520712148,6739.923688736826,15534.321899339899,17077.218728221393,17406.41754513359,1,0,6,2,2022
2022-06-21,10441.3875,15122.4275,9370.5175,15860.095000000001,26254.86,11937.4775,16626.683214285713,7052.42610420324,14873.136766635027,7203.032249455094,13320.835798489927,6596.329206555209,15025.028459405909,15086.469359754974,13923.902522566796,0,1,6,2,2022
2022-06-22,9876.9,10441.3875,24282.205,15818.0175,15618.325,9057.597500000002,15777.952142857144,7508.7005745847655,14900.446849968359,7181.744201892225,13277.92602071215,6606.13356051858,14510.215613465318,13523.598551828482,11900.401261283398,0,2,6,2,2022
2022-06-23,19010.925000000003,9876.9,15122.4275,13153.1175,27267.100000000002,25461.612500000003,16614.781785714287,7493.818291845021,14685.423933301694,6947.380574980038,13404.014548489924,6606.0557955,14960.286552118787,15169.796486279938,15455.6631306417,0,3,6,2,2022
2022-06-24,10060.4875,19010.925000000003,10441.3875,28199.110000000004,7937.58049905074,12183.907500000001,14023.550000000001,5754.775028668574,14614.643266635025,6984.462964613026,13340.899659601035,6610.612489892695,14470.306646906909,13637.003790395956,12758.07531532085,0,4,6,2,2022
2022-06-25,9088.2475,10060.4875,9876.9,9370.5175,15125.6075,19778.4725,13983.225714285716,5793.670839341924,14258.302433301693,6984.62725377368,13327.59685404548,6618.030557753714,13932.100732216219,12272.376903277169,10923.161407660424,0,5,6,2,2022
2022-06-26,20174.019425381604,9088.2475,19010.925000000003,24282.205,6806.277500000001,27925.455,13396.3420607688,4676.9943385016795,13999.92124748108,6594.06039288121,13506.144958771943,6583.084875131082,14556.292601532758,14642.869659908498,15548.590416521014,0,6,6,2,2022
2022-06-27,13843.7175,20174.019425381604,10060.4875,15122.4275,4051.92,14412.1675,13213.669203625945,4623.001270552943,13980.972914147746,6593.651656738509,13593.361375438612,6534.260798201888,14485.035091379483,14403.124011935948,14696.153958260507,0,0,6,2,2022
2022-06-28,7199.8,13843.7175,9088.2475,10441.3875,15860.095000000001,14288.997500000001,12750.585275054516,5086.137931753949,13744.666330814413,6708.268767486435,13632.510708771944,6484.542538747678,13756.511582241536,12242.126808355162,10947.976979130253,0,1,6,2,2022
2022-06-29,10082.08,7199.8,20174.019425381604,9876.9,15818.0175,18231.5775,12779.896703625944,5067.3733101902735,13473.016414147745,6685.273528363103,13582.171958771944,6494.426279427567,13389.068424017383,11594.112765848613,10515.028489565128,0,2,6,2,2022
2022-06-30,4225.259999999999,10082.08,13843.7175,19010.925000000003,13153.1175,4656.26,10667.658846483086,5118.510325829671,13458.649747481079,6705.307201472893,13553.207625438608,6530.58157777633,12472.687581615644,9383.456936094028,7370.144244782563,0,3,6,2,2022
2022-07-01,8135.92,4225.259999999999,7199.8,10060.4875,28199.110000000004,12956.337500000001,10392.720632197374,5207.475317989657,13297.969164147744,6775.151817086496,13547.418319883052,6535.200146257078,12039.01082345408,9009.195855265818,7753.0321223912815,0,4,7,3,2022
2022-07-02,13065.433995762136,8135.92,10082.08,9088.2475,9370.5175,5090.59,10960.890131591963,5258.149637082195,13563.797297339817,6596.108686085961,13537.036058724856,6535.215555060898,12141.653140684886,10226.067297414713,10409.233059076709,0,5,7,3,2022
2022-07-03,11642.4575,13065.433995762136,4225.259999999999,20174.019425381604,24282.205,6311.9975,9742.095570823161,3441.7385882661615,13741.479297339818,6464.5096453330725,13361.705114280412,6368.0457152810695,12091.733576616398,10650.984358190299,11025.845279538355,0,6,7,3,2022
2022-07-04,5866.91,11642.4575,8135.92,13843.7175,15122.4275,9578.6175,8602.551642251734,3166.9445122537704,13617.755714006484,6581.391900801667,13218.66603094708,6390.414554434377,11469.251218954758,9215.762050733209,8446.377639769176,1,0,7,3,2022
