Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Category,Sub-Category,Product Name,Unit Price,Quantity,Discount,Total Sales,Profit,Year,Quarter,Month,Week,Day,DayOfWeek,IsWeekend,MonthName,DayName
11281,2021-09-18,2021-09-19,Second Class,C-1549,Customer C-1549,Corporate,Virginia City 3,Virginia,South,Office Supplies,Supplies,Best Supplies 171,84.11,7,0.0,588.77,184.44,2021,3,9,37,18,5,1,September,Saturday
8349,2021-09-18,2021-09-23,Standard Class,C-3840,Customer C-3840,Consumer,Pennsylvania City 2,Pennsylvania,East,Home & Garden,Garden Tools,Premium Garden Tools 740,102.26,9,0.0,920.34,328.89,2021,3,9,37,18,5,1,September,Saturday
12168,2021-09-18,2021-09-21,Second Class,C-4425,Customer C-4425,Consumer,Arizona City 2,Arizona,West,Furniture,Chairs,Value Chairs 939,594.48,5,0.0,2972.4,962.6787499999998,2021,3,9,37,18,5,1,September,Saturday
7783,2021-09-18,2021-09-20,Second Class,C-2985,Customer C-2985,Consumer,Florida City 4,Florida,South,Clothing,Trousers,Value Trousers 665,105.96,4,0.5,211.92,-53.76,2021,3,9,37,18,5,1,September,Saturday
13613,2021-09-18,2021-09-21,Same Day,C-4428,Customer C-4428,Home Office,Tennessee City 4,Tennessee,South,Clothing,Trousers,Premium Trousers 474,89.66,9,0.0,806.94,174.24,2021,3,9,37,18,5,1,September,Saturday
10021,2021-09-18,2021-09-23,Standard Class,C-1159,Customer C-1159,Consumer,Illinois City 3,Illinois,Central,Home & Garden,Decor,Global Decor 918,110.56,3,0.0,331.68,78.27,2021,3,9,37,18,5,1,September,Saturday
3894,2021-09-18,2021-09-22,Second Class,C-3516,Customer C-3516,Corporate,Virginia City 1,Virginia,South,Technology,Copiers,Best Copiers 776,593.42,7,0.5,2076.97,-392.1,2021,3,9,37,18,5,1,September,Saturday
5270,2021-09-18,2021-09-21,Standard Class,C-3087,Customer C-3087,Consumer,Virginia City 3,Virginia,South,Clothing,Dresses,Premium Dresses 335,90.15,8,0.4,432.72,-55.05,2021,3,9,37,18,5,1,September,Saturday
2700,2021-09-18,2021-09-23,First Class,C-2534,Customer C-2534,Consumer,New York City 4,New York,East,Office Supplies,Paper,Best Paper 251,79.21,7,0.0,554.47,180.37,2021,3,9,37,18,5,1,September,Saturday
8511,2021-09-18,2021-09-22,Same Day,C-3030,Customer C-3030,Consumer,Illinois City 1,Illinois,Central,Clothing,Trousers,Value Trousers 957,98.8,9,0.0,889.2,338.78,2021,3,9,37,18,5,1,September,Saturday
4365,2021-09-18,2021-09-20,Second Class,C-3022,Customer C-3022,Corporate,New York City 3,New York,East,Clothing,T-Shirts,Value T-Shirts 440,151.83,2,0.0,303.66,119.49,2021,3,9,37,18,5,1,September,Saturday
4455,2021-09-18,2021-09-19,Standard Class,C-1773,Customer C-1773,Home Office,Tennessee City 3,Tennessee,South,Technology,Copiers,Best Copiers 795,199.41,7,0.0,1395.87,483.61,2021,3,9,37,18,5,1,September,Saturday
4032,2021-09-19,2021-09-23,Second Class,C-3785,Customer C-3785,Home Office,New York City 4,New York,East,Office Supplies,Binders,Acme Binders 387,94.36,9,0.0,849.24,286.12,2021,3,9,37,19,6,1,September,Sunday
1467,2021-09-19,2021-09-20,Same Day,C-2438,Customer C-2438,Consumer,Texas City 1,Texas,Central,Clothing,Jackets,Premium Jackets 389,33.61,9,0.1,272.24,74.02,2021,3,9,37,19,6,1,September,Sunday
3609,2021-09-19,2021-09-19,Second Class,C-1053,Customer C-1053,Consumer,Illinois City 4,Illinois,Central,Office Supplies,Labels,Premium Labels 885,52.32,9,0.0,470.88,105.78,2021,3,9,37,19,6,1,September,Sunday
8672,2021-09-19,2021-09-20,First Class,C-3001,Customer C-3001,Home Office,Pennsylvania City 4,Pennsylvania,East,Home & Garden,Garden Tools,Premium Garden Tools 238,255.9,2,0.0,511.8,162.84,2021,3,9,37,19,6,1,September,Sunday
4935,2021-09-19,2021-09-20,First Class,C-1333,Customer C-1333,Corporate,Pennsylvania City 4,Pennsylvania,East,Home & Garden,Decor,Acme Decor 458,169.84,8,0.0,1358.72,513.69,2021,3,9,37,19,6,1,September,Sunday
127,2021-09-19,2021-09-21,Second Class,C-1041,Customer C-1041,Home Office,North Carolina City 4,North Carolina,South,Technology,Copiers,Value Copiers 200,1653.15,6,0.0,4666.087500000001,962.6787499999998,2021,3,9,37,19,6,1,September,Sunday
7753,2021-09-19,2021-09-22,First Class,C-1156,Customer C-1156,Corporate,Pennsylvania City 4,Pennsylvania,East,Clothing,Trousers,Best Trousers 351,193.57,2,0.5,193.57,-50.97,2021,3,9,37,19,6,1,September,Sunday
7162,2021-09-20,2021-09-21,Same Day,C-1548,Customer C-1548,Home Office,California City 3,California,West,Home & Garden,Decor,Acme Decor 740,32.89,2,0.0,65.78,18.12,2021,3,9,38,20,0,0,September,Monday
4975,2021-09-20,2021-09-20,Standard Class,C-3826,Customer C-3826,Consumer,Florida City 3,Florida,South,Home & Garden,Decor,Value Decor 202,288.32,1,0.0,288.32,99.38,2021,3,9,38,20,0,0,September,Monday
2216,2021-09-20,2021-09-25,First Class,C-4852,Customer C-4852,Consumer,Arizona City 2,Arizona,West,Office Supplies,Appliances,Acme Appliances 180,52.8,2,0.0,105.6,26.88,2021,3,9,38,20,0,0,September,Monday
1537,2021-09-20,2021-09-22,First Class,C-1227,Customer C-1227,Home Office,Tennessee City 2,Tennessee,South,Home & Garden,Kitchenware,Acme Kitchenware 700,137.64,9,0.0,1238.76,265.17,2021,3,9,38,20,0,0,September,Monday
1312,2021-09-20,2021-09-25,Standard Class,C-1670,Customer C-1670,Corporate,Massachusetts City 4,Massachusetts,East,Office Supplies,Supplies,Global Supplies 245,88.13,5,0.0,440.65,141.15,2021,3,9,38,20,0,0,September,Monday
9609,2021-09-20,2021-09-23,Same Day,C-4545,Customer C-4545,Home Office,Texas City 4,Texas,Central,Office Supplies,Labels,Acme Labels 210,40.94,3,0.0,122.82,47.2,2021,3,9,38,20,0,0,September,Monday
8780,2021-09-20,2021-09-25,Second Class,C-2374,Customer C-2374,Consumer,Ohio City 3,Ohio,East,Furniture,Furnishings,Premium Furnishings 514,452.46,9,0.0,4072.14,962.6787499999998,2021,3,9,38,20,0,0,September,Monday
8848,2021-09-20,2021-09-25,Standard Class,C-2374,Customer C-2374,Corporate,Tennessee City 1,Tennessee,South,Home & Garden,Garden Tools,Best Garden Tools 373,263.78,9,0.0,2374.02,899.38,2021,3,9,38,20,0,0,September,Monday
11605,2021-09-20,2021-09-23,First Class,C-3047,Customer C-3047,Corporate,Arizona City 1,Arizona,West,Clothing,Trousers,Best Trousers 378,95.19,1,0.5,47.6,-13.33,2021,3,9,38,20,0,0,September,Monday
9467,2021-09-20,2021-09-21,First Class,C-4471,Customer C-4471,Consumer,Massachusetts City 4,Massachusetts,East,Office Supplies,Storage,Premium Storage 691,82.29,8,0.0,658.32,233.15,2021,3,9,38,20,0,0,September,Monday
8260,2021-09-20,2021-09-21,First Class,C-2857,Customer C-2857,Corporate,North Carolina City 4,North Carolina,South,Technology,Copiers,Global Copiers 794,1834.42,4,0.0,4666.087500000001,962.6787499999998,2021,3,9,38,20,0,0,September,Monday
7211,2021-09-20,2021-09-21,Standard Class,C-3446,Customer C-3446,Corporate,New York City 3,New York,East,Technology,Phones,Best Phones 933,1251.25,3,0.0,3753.75,962.6787499999998,2021,3,9,38,20,0,0,September,Monday
14350,2021-09-21,2021-09-23,First Class,C-2450,Customer C-2450,Consumer,Texas City 4,Texas,Central,Furniture,Furnishings,Value Furnishings 314,98.61,4,0.0,394.44,89.12,2021,3,9,38,21,1,0,September,Tuesday
14003,2021-09-21,2021-09-22,Second Class,C-4501,Customer C-4501,Home Office,Texas City 2,Texas,Central,Clothing,Jackets,Best Jackets 935,182.99,7,0.0,1280.93,291.24,2021,3,9,38,21,1,0,September,Tuesday
6791,2021-09-21,2021-09-21,Second Class,C-1608,Customer C-1608,Corporate,California City 4,California,West,Clothing,Dresses,Premium Dresses 991,185.18,7,0.3,907.38,89.11,2021,3,9,38,21,1,0,September,Tuesday
9945,2021-09-21,2021-09-26,First Class,C-2985,Customer C-2985,Consumer,California City 1,California,West,Furniture,Tables,Acme Tables 535,526.76,5,0.4,1580.28,-125.65,2021,3,9,38,21,1,0,September,Tuesday
6155,2021-09-21,2021-09-26,First Class,C-2094,Customer C-2094,Home Office,Illinois City 3,Illinois,Central,Furniture,Bookcases,Premium Bookcases 274,189.38,5,0.0,946.9,194.87,2021,3,9,38,21,1,0,September,Tuesday
4253,2021-09-21,2021-09-23,Same Day,C-4529,Customer C-4529,Home Office,Arizona City 3,Arizona,West,Office Supplies,Fasteners,Premium Fasteners 953,40.68,3,0.0,122.04,26.62,2021,3,9,38,21,1,0,September,Tuesday
11596,2021-09-21,2021-09-22,Second Class,C-4637,Customer C-4637,Consumer,North Carolina City 1,North Carolina,South,Technology,Phones,Premium Phones 762,1835.69,6,0.0,4666.087500000001,962.6787499999998,2021,3,9,38,21,1,0,September,Tuesday
2910,2021-09-21,2021-09-25,Standard Class,C-4095,Customer C-4095,Consumer,Massachusetts City 3,Massachusetts,East,Home & Garden,Kitchenware,Best Kitchenware 554,155.12,2,0.5,155.12,-46.11,2021,3,9,38,21,1,0,September,Tuesday
12701,2021-09-22,2021-09-22,Same Day,C-2236,Customer C-2236,Corporate,Oregon City 3,Oregon,West,Home & Garden,Garden Tools,Value Garden Tools 879,115.03,6,0.0,690.18,215.54,2021,3,9,38,22,2,0,September,Wednesday
2957,2021-09-22,2021-09-24,Standard Class,C-4532,Customer C-4532,Consumer,New York City 2,New York,East,Home & Garden,Garden Tools,Value Garden Tools 338,166.32,5,0.1,748.44,215.76,2021,3,9,38,22,2,0,September,Wednesday
10730,2021-09-22,2021-09-26,Standard Class,C-2332,Customer C-2332,Consumer,Tennessee City 3,Tennessee,South,Home & Garden,Decor,Acme Decor 211,158.88,8,0.0,1271.04,295.82,2021,3,9,38,22,2,0,September,Wednesday
10549,2021-09-22,2021-09-23,First Class,C-3204,Customer C-3204,Corporate,Texas City 3,Texas,Central,Home & Garden,Decor,Global Decor 648,266.68,1,0.0,266.68,86.96,2021,3,9,38,22,2,0,September,Wednesday
13261,2021-09-22,2021-09-24,Standard Class,C-4868,Customer C-4868,Consumer,Washington City 2,Washington,West,Home & Garden,Kitchenware,Premium Kitchenware 883,57.87,2,0.0,115.74,30.5,2021,3,9,38,22,2,0,September,Wednesday
1839,2021-09-22,2021-09-27,Second Class,C-1856,Customer C-1856,Consumer,North Carolina City 2,North Carolina,South,Technology,Machines,Best Machines 327,432.26,8,0.0,3458.08,962.6787499999998,2021,3,9,38,22,2,0,September,Wednesday
359,2021-09-22,2021-09-24,Same Day,C-3577,Customer C-3577,Consumer,Washington City 3,Washington,West,Clothing,Trousers,Global Trousers 538,187.19,7,0.0,1310.33,293.29,2021,3,9,38,22,2,0,September,Wednesday
3626,2021-09-22,2021-09-24,Standard Class,C-1081,Customer C-1081,Consumer,Texas City 4,Texas,Central,Clothing,Jackets,Best Jackets 360,187.39,6,0.0,1124.34,319.91,2021,3,9,38,22,2,0,September,Wednesday
14559,2021-09-23,2021-09-24,First Class,C-1054,Customer C-1054,Home Office,Tennessee City 3,Tennessee,South,Home & Garden,Garden Tools,Global Garden Tools 124,279.03,2,0.0,558.06,130.12,2021,3,9,38,23,3,0,September,Thursday
9916,2021-09-23,2021-09-28,Standard Class,C-3261,Customer C-3261,Corporate,Florida City 2,Florida,South,Office Supplies,Fasteners,Global Fasteners 924,59.69,8,0.0,477.52,117.74,2021,3,9,38,23,3,0,September,Thursday
1174,2021-09-23,2021-09-24,First Class,C-4587,Customer C-4587,Corporate,Florida City 3,Florida,South,Furniture,Chairs,Global Chairs 556,211.08,4,0.0,844.32,231.16,2021,3,9,38,23,3,0,September,Thursday
12406,2021-09-23,2021-09-26,Same Day,C-4654,Customer C-4654,Consumer,Tennessee City 1,Tennessee,South,Furniture,Bookcases,Best Bookcases 432,215.95,8,0.0,1727.6,564.22,2021,3,9,38,23,3,0,September,Thursday
13731,2021-09-23,2021-09-25,Standard Class,C-4446,Customer C-4446,Corporate,Massachusetts City 3,Massachusetts,East,Office Supplies,Fasteners,Value Fasteners 321,72.3,2,0.0,144.6,45.09,2021,3,9,38,23,3,0,September,Thursday
2958,2021-09-23,2021-09-27,First Class,C-3852,Customer C-3852,Consumer,Florida City 3,Florida,South,Office Supplies,Fasteners,Premium Fasteners 503,27.92,1,0.4,16.75,-1.2,2021,3,9,38,23,3,0,September,Thursday
2073,2021-09-23,2021-09-24,First Class,C-4191,Customer C-4191,Consumer,Massachusetts City 4,Massachusetts,East,Technology,Copiers,Best Copiers 620,1522.4,5,0.0,4666.087500000001,962.6787499999998,2021,3,9,38,23,3,0,September,Thursday
13372,2021-09-23,2021-09-28,First Class,C-4777,Customer C-4777,Consumer,California City 3,California,West,Furniture,Bookcases,Value Bookcases 129,328.12,9,0.4,1771.85,-106.4,2021,3,9,38,23,3,0,September,Thursday
4495,2021-09-23,2021-09-26,Second Class,C-3438,Customer C-3438,Corporate,Arizona City 4,Arizona,West,Office Supplies,Storage,Value Storage 228,69.65,3,0.0,208.95,79.22,2021,3,9,38,23,3,0,September,Thursday
1841,2021-09-23,2021-09-27,Standard Class,C-1213,Customer C-1213,Consumer,Texas City 2,Texas,Central,Technology,Phones,Global Phones 791,971.74,8,0.3,4666.087500000001,364.41,2021,3,9,38,23,3,0,September,Thursday
14502,2021-09-23,2021-09-28,Same Day,C-3327,Customer C-3327,Corporate,Illinois City 2,Illinois,Central,Home & Garden,Decor,Acme Decor 973,116.45,2,0.5,116.45,-29.69,2021,3,9,38,23,3,0,September,Thursday
9725,2021-09-23,2021-09-28,Standard Class,C-3943,Customer C-3943,Home Office,Washington City 2,Washington,West,Technology,Copiers,Global Copiers 470,978.91,4,0.0,3915.64,957.71,2021,3,9,38,23,3,0,September,Thursday
4068,2021-09-23,2021-09-25,First Class,C-4869,Customer C-4869,Consumer,Indiana City 4,Indiana,Central,Furniture,Furnishings,Acme Furnishings 800,741.62,8,0.5,2966.48,-541.7512499999999,2021,3,9,38,23,3,0,September,Thursday
12150,2021-09-23,2021-09-24,Second Class,C-2586,Customer C-2586,Consumer,Illinois City 4,Illinois,Central,Office Supplies,Fasteners,Acme Fasteners 641,60.78,1,0.0,60.78,15.25,2021,3,9,38,23,3,0,September,Thursday
12410,2021-09-24,2021-09-26,Standard Class,C-3450,Customer C-3450,Consumer,Massachusetts City 2,Massachusetts,East,Technology,Copiers,Premium Copiers 716,718.64,3,0.0,2155.92,458.08,2021,3,9,38,24,4,0,September,Friday
8097,2021-09-24,2021-09-26,Second Class,C-2215,Customer C-2215,Consumer,Ohio City 4,Ohio,East,Home & Garden,Kitchenware,Global Kitchenware 271,34.14,2,0.0,68.28,23.83,2021,3,9,38,24,4,0,September,Friday
12196,2021-09-24,2021-09-29,Same Day,C-2694,Customer C-2694,Consumer,New York City 1,New York,East,Office Supplies,Storage,Acme Storage 419,87.52,1,0.0,87.52,34.65,2021,3,9,38,24,4,0,September,Friday
2598,2021-09-24,2021-09-27,First Class,C-2189,Customer C-2189,Consumer,Virginia City 1,Virginia,South,Furniture,Chairs,Premium Chairs 364,668.8,7,0.0,4666.087500000001,962.6787499999998,2021,3,9,38,24,4,0,September,Friday
1247,2021-09-24,2021-09-28,Same Day,C-3207,Customer C-3207,Corporate,Oregon City 3,Oregon,West,Furniture,Chairs,Premium Chairs 905,760.86,9,0.0,4666.087500000001,962.6787499999998,2021,3,9,38,24,4,0,September,Friday
2793,2021-09-24,2021-09-28,Second Class,C-1854,Customer C-1854,Home Office,Michigan City 1,Michigan,Central,Office Supplies,Envelopes,Value Envelopes 444,28.72,6,0.0,172.32,35.51,2021,3,9,38,24,4,0,September,Friday
11882,2021-09-24,2021-09-27,First Class,C-1545,Customer C-1545,Corporate,Illinois City 2,Illinois,Central,Office Supplies,Accessories,Value Accessories 321,36.56,6,0.0,219.36,69.6,2021,3,9,38,24,4,0,September,Friday
4831,2021-09-24,2021-09-26,Same Day,C-2192,Customer C-2192,Consumer,Texas City 2,Texas,Central,Clothing,T-Shirts,Global T-Shirts 244,51.54,5,0.0,257.7,70.33,2021,3,9,38,24,4,0,September,Friday
491,2021-09-24,2021-09-29,First Class,C-4284,Customer C-4284,Corporate,Arizona City 4,Arizona,West,Technology,Phones,Global Phones 456,1225.74,8,0.0,4666.087500000001,962.6787499999998,2021,3,9,38,24,4,0,September,Friday
5378,2021-09-24,2021-09-29,Same Day,C-4612,Customer C-4612,Consumer,North Carolina City 1,North Carolina,South,Home & Garden,Decor,Global Decor 566,280.86,2,0.0,561.72,177.85,2021,3,9,38,24,4,0,September,Friday
9872,2021-09-25,2021-09-28,Same Day,C-4931,Customer C-4931,Home Office,Virginia City 2,Virginia,South,Furniture,Chairs,Value Chairs 231,377.73,7,0.4,1586.47,-142.13,2021,3,9,38,25,5,1,September,Saturday
2134,2021-09-25,2021-09-25,First Class,C-4865,Customer C-4865,Consumer,Texas City 1,Texas,Central,Office Supplies,Art,Global Art 587,32.01,5,0.0,160.05,47.56,2021,3,9,38,25,5,1,September,Saturday
172,2021-09-25,2021-09-30,Same Day,C-4060,Customer C-4060,Corporate,Tennessee City 1,Tennessee,South,Office Supplies,Appliances,Premium Appliances 424,91.41,9,0.0,822.69,300.99,2021,3,9,38,25,5,1,September,Saturday
8169,2021-09-25,2021-09-25,Standard Class,C-4547,Customer C-4547,Consumer,Arizona City 1,Arizona,West,Technology,Accessories,Best Accessories 410,827.82,4,0.2,2649.02,195.7,2021,3,9,38,25,5,1,September,Saturday
6821,2021-09-25,2021-09-25,Second Class,C-2609,Customer C-2609,Consumer,Florida City 4,Florida,South,Home & Garden,Plants,Premium Plants 738,246.87,2,0.0,493.74,164.45,2021,3,9,38,25,5,1,September,Saturday
12201,2021-09-25,2021-09-29,First Class,C-3282,Customer C-3282,Consumer,Virginia City 4,Virginia,South,Home & Garden,Garden Tools,Acme Garden Tools 364,21.06,8,0.0,168.48,48.1,2021,3,9,38,25,5,1,September,Saturday
4515,2021-09-25,2021-09-28,Standard Class,C-4425,Customer C-4425,Consumer,Ohio City 1,Ohio,East,Home & Garden,Kitchenware,Acme Kitchenware 765,211.17,5,0.0,1055.85,339.07,2021,3,9,38,25,5,1,September,Saturday
13081,2021-09-25,2021-09-29,Same Day,C-4999,Customer C-4999,Consumer,Michigan City 1,Michigan,Central,Office Supplies,Supplies,Premium Supplies 270,49.62,4,0.0,198.48,64.98,2021,3,9,38,25,5,1,September,Saturday
12418,2021-09-25,2021-09-29,Second Class,C-3351,Customer C-3351,Consumer,Virginia City 3,Virginia,South,Office Supplies,Labels,Value Labels 192,52.78,1,0.1,47.5,9.36,2021,3,9,38,25,5,1,September,Saturday
916,2021-09-25,2021-09-28,First Class,C-4344,Customer C-4344,Corporate,North Carolina City 2,North Carolina,South,Office Supplies,Envelopes,Acme Envelopes 944,37.93,7,0.3,185.86,-7.85,2021,3,9,38,25,5,1,September,Saturday
7833,2021-09-26,2021-09-28,Same Day,C-2582,Customer C-2582,Consumer,Florida City 3,Florida,South,Office Supplies,Appliances,Best Appliances 869,30.85,8,0.5,123.4,-30.5,2021,3,9,38,26,6,1,September,Sunday
8919,2021-09-26,2021-09-28,First Class,C-2137,Customer C-2137,Consumer,Florida City 3,Florida,South,Office Supplies,Accessories,Best Accessories 634,25.05,1,0.4,15.03,-2.87,2021,3,9,38,26,6,1,September,Sunday
13247,2021-09-26,2021-09-28,Second Class,C-2695,Customer C-2695,Consumer,Texas City 1,Texas,Central,Clothing,Jackets,Value Jackets 991,155.61,2,0.0,311.22,85.28,2021,3,9,38,26,6,1,September,Sunday
291,2021-09-26,2021-09-30,Second Class,C-4886,Customer C-4886,Corporate,Oregon City 1,Oregon,West,Technology,Machines,Premium Machines 669,692.42,5,0.3,2423.47,75.81,2021,3,9,38,26,6,1,September,Sunday
4662,2021-09-26,2021-09-27,Same Day,C-3719,Customer C-3719,Consumer,Texas City 1,Texas,Central,Clothing,T-Shirts,Value T-Shirts 240,82.56,7,0.0,577.92,226.38,2021,3,9,38,26,6,1,September,Sunday
4091,2021-09-26,2021-09-29,Same Day,C-1153,Customer C-1153,Corporate,Ohio City 4,Ohio,East,Clothing,Dresses,Premium Dresses 609,101.12,2,0.2,161.79,0.31,2021,3,9,38,26,6,1,September,Sunday
685,2021-09-26,2021-10-01,First Class,C-4474,Customer C-4474,Corporate,Ohio City 3,Ohio,East,Technology,Accessories,Acme Accessories 449,314.43,3,0.0,943.29,207.76,2021,3,9,38,26,6,1,September,Sunday
3471,2021-09-26,2021-09-26,Same Day,C-1762,Customer C-1762,Consumer,Tennessee City 4,Tennessee,South,Home & Garden,Plants,Acme Plants 404,233.12,3,0.3,489.55,44.88,2021,3,9,38,26,6,1,September,Sunday
4521,2021-09-26,2021-09-30,Standard Class,C-1398,Customer C-1398,Consumer,California City 3,California,West,Office Supplies,Envelopes,Global Envelopes 830,39.0,2,0.5,39.0,-8.23,2021,3,9,38,26,6,1,September,Sunday
13450,2021-09-27,2021-09-27,Same Day,C-4998,Customer C-4998,Consumer,Illinois City 1,Illinois,Central,Technology,Accessories,Acme Accessories 271,844.06,3,0.0,2532.18,670.24,2021,3,9,39,27,0,0,September,Monday
3227,2021-09-27,2021-10-02,First Class,C-3163,Customer C-3163,Home Office,Tennessee City 1,Tennessee,South,Furniture,Tables,Value Tables 660,272.94,7,0.2,1528.46,121.38,2021,3,9,39,27,0,0,September,Monday
3223,2021-09-27,2021-10-01,First Class,C-2263,Customer C-2263,Consumer,Pennsylvania City 2,Pennsylvania,East,Clothing,Dresses,Best Dresses 918,178.34,2,0.1,321.01,95.97,2021,3,9,39,27,0,0,September,Monday
4245,2021-09-27,2021-09-27,Second Class,C-1769,Customer C-1769,Consumer,Illinois City 2,Illinois,Central,Home & Garden,Kitchenware,Acme Kitchenware 857,189.03,1,0.0,189.03,60.87,2021,3,9,39,27,0,0,September,Monday
8648,2021-09-27,2021-09-28,Standard Class,C-1514,Customer C-1514,Consumer,Illinois City 2,Illinois,Central,Home & Garden,Plants,Value Plants 376,257.65,2,0.3,360.71,-25.58,2021,3,9,39,27,0,0,September,Monday
14900,2021-09-27,2021-10-01,First Class,C-2149,Customer C-2149,Consumer,Tennessee City 3,Tennessee,South,Office Supplies,Accessories,Best Accessories 967,6.71,3,0.4,12.08,-1.13,2021,3,9,39,27,0,0,September,Monday
10319,2021-09-27,2021-10-02,First Class,C-2250,Customer C-2250,Consumer,Texas City 2,Texas,Central,Office Supplies,Accessories,Best Accessories 932,13.71,3,0.0,41.13,16.25,2021,3,9,39,27,0,0,September,Monday
7516,2021-09-27,2021-10-01,Standard Class,C-2913,Customer C-2913,Corporate,Arizona City 2,Arizona,West,Office Supplies,Binders,Value Binders 131,5.18,9,0.5,23.31,-5.85,2021,3,9,39,27,0,0,September,Monday
1367,2021-09-27,2021-10-02,First Class,C-1228,Customer C-1228,Consumer,Arizona City 4,Arizona,West,Technology,Accessories,Best Accessories 192,1789.65,7,0.0,4666.087500000001,962.6787499999998,2021,3,9,39,27,0,0,September,Monday
350,2021-09-27,2021-10-02,Standard Class,C-2714,Customer C-2714,Consumer,Arizona City 3,Arizona,West,Clothing,Jackets,Best Jackets 404,34.83,8,0.0,278.64,82.79,2021,3,9,39,27,0,0,September,Monday
499,2021-09-27,2021-09-27,Second Class,C-3322,Customer C-3322,Corporate,Tennessee City 4,Tennessee,South,Home & Garden,Plants,Value Plants 512,274.65,1,0.0,274.65,82.49,2021,3,9,39,27,0,0,September,Monday
1527,2021-09-28,2021-09-30,First Class,C-3190,Customer C-3190,Corporate,Massachusetts City 4,Massachusetts,East,Office Supplies,Binders,Acme Binders 914,22.64,4,0.0,90.56,19.39,2021,3,9,39,28,1,0,September,Tuesday
10136,2021-09-28,2021-10-03,Second Class,C-4195,Customer C-4195,Home Office,Washington City 2,Washington,West,Office Supplies,Fasteners,Acme Fasteners 854,61.18,9,0.2,440.5,31.95,2021,3,9,39,28,1,0,September,Tuesday
12315,2021-09-28,2021-09-29,Second Class,C-4026,Customer C-4026,Consumer,Indiana City 4,Indiana,Central,Clothing,T-Shirts,Acme T-Shirts 794,94.44,1,0.3,66.11,3.96,2021,3,9,39,28,1,0,September,Tuesday
7128,2021-09-28,2021-09-29,Same Day,C-4267,Customer C-4267,Corporate,Virginia City 4,Virginia,South,Office Supplies,Supplies,Value Supplies 739,33.23,7,0.0,232.61,56.38,2021,3,9,39,28,1,0,September,Tuesday
13557,2021-09-28,2021-09-30,Same Day,C-4029,Customer C-4029,Consumer,Indiana City 4,Indiana,Central,Office Supplies,Labels,Best Labels 227,44.46,6,0.3,186.73,10.44,2021,3,9,39,28,1,0,September,Tuesday
12186,2021-09-28,2021-10-03,First Class,C-3635,Customer C-3635,Consumer,Oregon City 4,Oregon,West,Home & Garden,Garden Tools,Value Garden Tools 559,144.15,4,0.5,288.3,-52.01,2021,3,9,39,28,1,0,September,Tuesday
596,2021-09-28,2021-10-01,Standard Class,C-2896,Customer C-2896,Consumer,Massachusetts City 3,Massachusetts,East,Technology,Copiers,Premium Copiers 805,205.13,7,0.5,717.96,-132.85,2021,3,9,39,28,1,0,September,Tuesday
8452,2021-09-28,2021-10-01,First Class,C-3971,Customer C-3971,Consumer,Florida City 3,Florida,South,Home & Garden,Decor,Value Decor 833,263.68,2,0.1,474.62,69.36,2021,3,9,39,28,1,0,September,Tuesday
787,2021-09-28,2021-10-01,Standard Class,C-1395,Customer C-1395,Home Office,New York City 4,New York,East,Technology,Copiers,Best Copiers 625,1598.31,2,0.0,3196.62,801.85,2021,3,9,39,28,1,0,September,Tuesday
3074,2021-09-28,2021-09-28,Same Day,C-2555,Customer C-2555,Consumer,Indiana City 2,Indiana,Central,Furniture,Tables,Premium Tables 279,431.56,9,0.2,3107.23,549.36,2021,3,9,39,28,1,0,September,Tuesday
6373,2021-09-29,2021-10-02,Second Class,C-4744,Customer C-4744,Home Office,Oregon City 3,Oregon,West,Clothing,Jackets,Acme Jackets 108,120.8,2,0.1,217.44,30.55,2021,3,9,39,29,2,0,September,Wednesday
14012,2021-09-29,2021-10-03,First Class,C-2629,Customer C-2629,Consumer,Florida City 3,Florida,South,Home & Garden,Plants,Premium Plants 651,262.61,1,0.0,262.61,54.05,2021,3,9,39,29,2,0,September,Wednesday
10645,2021-09-29,2021-09-30,Standard Class,C-3572,Customer C-3572,Consumer,Texas City 4,Texas,Central,Furniture,Furnishings,Best Furnishings 839,303.72,7,0.0,2126.04,616.43,2021,3,9,39,29,2,0,September,Wednesday
1058,2021-09-29,2021-09-30,Standard Class,C-3191,Customer C-3191,Corporate,Virginia City 4,Virginia,South,Furniture,Tables,Global Tables 982,868.55,9,0.3,4666.087500000001,491.15,2021,3,9,39,29,2,0,September,Wednesday
1124,2021-09-29,2021-09-29,Same Day,C-1480,Customer C-1480,Consumer,Tennessee City 2,Tennessee,South,Home & Garden,Plants,Best Plants 926,250.14,7,0.0,1750.98,690.14,2021,3,9,39,29,2,0,September,Wednesday
14710,2021-09-29,2021-10-03,First Class,C-4445,Customer C-4445,Home Office,Virginia City 4,Virginia,South,Furniture,Furnishings,Acme Furnishings 138,98.61,7,0.2,552.22,57.4,2021,3,9,39,29,2,0,September,Wednesday
6072,2021-09-29,2021-10-01,Standard Class,C-3280,Customer C-3280,Corporate,North Carolina City 4,North Carolina,South,Clothing,T-Shirts,Acme T-Shirts 118,158.11,2,0.5,158.11,-38.07,2021,3,9,39,29,2,0,September,Wednesday
