Customer ID,Recency,Frequency,Monetary,Cluster,Segment
C-1633,209,3,840.6700000000001,0,Mid Value
C-1634,1222,1,34.83,2,Low Value
C-1635,438,4,1241.86,0,Mid Value
C-1636,225,4,5472.047500000001,0,Mid Value
C-1637,388,6,11657.0775,1,High Value
C-1638,385,3,5193.1,0,Mid Value
C-1639,241,4,3444.17,0,Mid Value
C-1640,865,3,1724.67,2,Low Value
C-1641,225,4,6236.977500000001,0,Mid Value
C-1642,124,3,3543.21,0,Mid Value
C-1643,319,7,7592.0375,1,High Value
C-1644,487,5,9174.52,1,High Value
C-1645,275,4,2265.8500000000004,0,Mid Value
C-1646,158,5,3077.25,0,Mid Value
C-1647,411,3,5172.847500000001,0,Mid Value
C-1648,488,5,14539.702500000001,1,High Value
C-1649,281,5,11685.9475,1,High Value
C-1650,209,3,7131.9075,0,Mid Value
C-1651,9,3,8826.61,0,Mid Value
C-1652,420,5,6252.517500000001,1,High Value
C-1653,448,1,4666.087500000001,0,Mid Value
C-1654,327,2,2802.73,0,Mid Value
C-1655,264,4,8961.5175,1,High Value
C-1656,134,4,6432.2675,0,Mid Value
C-1657,86,8,13958.355000000001,1,High Value
C-1658,213,6,4344.75,1,High Value
C-1659,96,6,4523.86,1,High Value
C-1660,567,2,5519.6975,2,Low Value
C-1661,1221,1,325.51,2,Low Value
C-1662,27,1,418.49,0,Mid Value
C-1663,724,2,581.64,2,Low Value
C-1664,32,8,17853.9625,1,High Value
C-1665,379,9,13766.3575,1,High Value
C-1666,41,3,418.37,0,Mid Value
C-1667,6,2,5891.4375,0,Mid Value
C-1668,591,2,1259.13,2,Low Value
C-1669,807,1,847.35,2,Low Value
C-1670,416,5,3234.06,0,Mid Value
C-1671,144,3,5218.24,0,Mid Value
C-1672,161,2,1276.1399999999999,0,Mid Value
C-1673,419,5,8325.3975,1,High Value
C-1674,203,4,6765.467500000001,0,Mid Value
C-1675,8,6,8793.5575,1,High Value
C-1676,21,4,1606.47,0,Mid Value
C-1677,44,4,9126.817500000001,1,High Value
C-1678,482,6,11753.255000000001,1,High Value
C-1679,114,2,1844.5700000000002,0,Mid Value
C-1680,494,6,2939.84,0,Mid Value
C-1682,96,6,7919.5775,1,High Value
C-1683,338,2,130.77,0,Mid Value
C-1684,382,3,7581.5199999999995,0,Mid Value
C-1685,45,5,11837.449999999999,1,High Value
C-1686,435,4,7305.637500000001,0,Mid Value
C-1687,358,3,6299.047500000001,0,Mid Value
C-1688,504,3,2338.87,0,Mid Value
C-1689,8,7,7672.85,1,High Value
C-1690,1101,2,4801.639999999999,2,Low Value
C-1691,197,4,5690.0,0,Mid Value
C-1692,843,2,5360.2375,2,Low Value
C-1693,72,4,4922.009999999999,0,Mid Value
C-1695,190,4,5410.79,0,Mid Value
C-1696,475,4,4342.82,0,Mid Value
C-1697,723,3,3509.35,2,Low Value
C-1698,545,1,481.7,2,Low Value
C-1699,452,3,7878.8575,0,Mid Value
C-1700,205,8,22205.842500000002,1,High Value
C-1701,834,1,183.32,2,Low Value
C-1702,391,7,15496.252500000002,1,High Value
C-1703,436,1,613.5,2,Low Value
C-1704,4,7,14377.855000000001,1,High Value
C-1705,663,4,9289.567500000001,1,High Value
C-1707,406,2,2286.93,0,Mid Value
C-1708,373,3,9993.1775,1,High Value
C-1709,374,3,7506.587500000001,0,Mid Value
C-1710,177,3,1714.1799999999998,0,Mid Value
C-1711,233,3,10007.337500000001,1,High Value
C-1712,52,6,11836.7575,1,High Value
C-1713,50,3,5112.5075,0,Mid Value
C-1714,438,4,2067.08,0,Mid Value
C-1715,1032,1,1046.74,2,Low Value
C-1716,522,2,1027.64,2,Low Value
C-1717,435,3,4365.31,0,Mid Value
C-1718,23,4,9917.565,1,High Value
C-1719,1102,2,2812.5699999999997,2,Low Value
C-1720,392,3,2301.8,0,Mid Value
C-1721,1209,2,1103.76,2,Low Value
C-1722,629,4,8739.837500000001,1,High Value
C-1723,63,2,1052.96,0,Mid Value
C-1724,917,1,251.82,2,Low Value
C-1725,1297,1,2664.3,2,Low Value
C-1726,6,7,11874.1875,1,High Value
C-1728,146,4,5164.5,0,Mid Value
C-1729,594,4,5302.387500000001,0,Mid Value
C-1730,110,5,11745.765000000001,1,High Value
C-1731,33,6,5806.68,1,High Value
C-1732,425,3,4389.62,0,Mid Value
C-1733,771,1,171.78,2,Low Value
C-1734,54,2,2248.84,0,Mid Value
C-1735,65,7,11876.28,1,High Value
C-1736,504,5,3700.15,0,Mid Value
C-1737,615,3,8470.8075,2,Low Value
C-1738,1211,1,547.9,2,Low Value
C-1739,144,4,6618.2375,0,Mid Value
C-1740,44,5,8354.3775,1,High Value
C-1741,855,2,4271.24,2,Low Value
C-1742,67,2,1625.55,0,Mid Value
C-1743,229,5,6513.687500000001,1,High Value
C-1744,28,2,5491.18,0,Mid Value
C-1745,552,2,268.88,2,Low Value
C-1746,29,1,315.02,0,Mid Value
C-1747,3,3,356.27,0,Mid Value
C-1748,256,4,7701.567500000001,1,High Value
C-1749,22,4,3201.62,0,Mid Value
C-1750,341,1,70.12,0,Mid Value
C-1751,139,5,3402.75,0,Mid Value
C-1752,322,4,4494.82,0,Mid Value
C-1753,20,3,4140.34,0,Mid Value
C-1754,827,2,649.95,2,Low Value
C-1755,702,3,1021.03,2,Low Value
C-1756,795,3,2441.5,2,Low Value
C-1757,161,1,239.15,0,Mid Value
C-1758,271,3,2356.31,0,Mid Value
C-1759,4,3,4110.82,0,Mid Value
C-1760,536,2,9332.175000000001,0,Mid Value
C-1761,339,2,348.48,0,Mid Value
C-1762,654,4,7984.837500000001,2,Low Value
C-1763,995,2,3075.8100000000004,2,Low Value
C-1764,133,5,6248.1048586440065,1,High Value
C-1765,384,5,5884.257500000001,1,High Value
C-1766,84,6,11679.11,1,High Value
C-1767,63,5,2775.32,0,Mid Value
C-1768,142,3,2903.6,0,Mid Value
C-1769,622,4,5309.3275,2,Low Value
C-1770,105,3,599.8599999999999,0,Mid Value
C-1771,188,5,2845.31,0,Mid Value
C-1772,15,4,3355.3500000000004,0,Mid Value
C-1773,71,4,2845.97,0,Mid Value
C-1774,401,7,5215.41,1,High Value
C-1775,114,7,5906.217500000001,1,High Value
C-1776,228,6,10188.6075,1,High Value
C-1777,264,4,1338.33,0,Mid Value
C-1778,294,2,4991.437500000001,0,Mid Value
C-1779,245,5,7108.387500000001,1,High Value
C-1781,152,4,7334.05,0,Mid Value
C-1782,691,3,4105.51,2,Low Value
C-1783,440,4,14343.875,1,High Value
C-1784,1120,1,517.66,2,Low Value
C-1785,13,5,10901.155,1,High Value
C-1786,32,3,10003.6875,1,High Value
C-1787,90,6,5997.4175000000005,1,High Value
C-1788,791,2,3950.35,2,Low Value
C-1789,750,3,765.92,2,Low Value
C-1790,133,4,7023.897500000001,0,Mid Value
C-1791,74,4,7625.4575,1,High Value
C-1792,1387,1,172.64,2,Low Value
C-1793,69,5,7197.3175,1,High Value
C-1794,244,7,8130.847500000001,1,High Value
C-1795,476,6,5984.85,1,High Value
C-1796,46,4,10059.0475,1,High Value
C-1797,486,1,779.31,2,Low Value
C-1798,131,7,6047.34,1,High Value
C-1799,26,5,8743.92,1,High Value
C-1800,109,3,2148.66,0,Mid Value
C-1801,1102,2,1500.05,2,Low Value
C-1802,76,5,4382.77,0,Mid Value
C-1803,111,5,11034.995,1,High Value
C-1804,420,4,5607.767500000001,0,Mid Value
C-1805,17,4,7418.73,0,Mid Value
C-1806,946,1,819.18,2,Low Value
C-1807,64,6,15819.315,1,High Value
C-1808,776,1,192.19,2,Low Value
C-1809,334,2,706.3399999999999,0,Mid Value
C-1810,578,5,2989.33,0,Mid Value
C-1811,66,4,5952.737500000001,0,Mid Value
C-1812,400,2,6066.900000000001,0,Mid Value
C-1813,448,2,783.65,0,Mid Value
C-1814,380,3,4755.360000000001,0,Mid Value
C-1815,51,4,5189.36,0,Mid Value
C-1816,1140,3,5439.87,2,Low Value
C-1817,179,3,9833.615000000002,1,High Value
C-1818,58,2,1173.28,0,Mid Value
C-1819,434,3,1119.0700000000002,0,Mid Value
C-1820,329,7,4043.08,1,High Value
C-1822,41,3,4605.76,0,Mid Value
C-1823,881,1,344.66,2,Low Value
C-1824,25,5,12083.567500000001,1,High Value
C-1825,42,5,12211.29,1,High Value
C-1826,580,2,688.09,2,Low Value
C-1827,166,4,6897.34,0,Mid Value
C-1828,1440,1,998.34,2,Low Value
C-1829,884,3,1955.8,2,Low Value
C-1830,376,4,9483.6275,1,High Value
C-1831,22,2,5920.8675,0,Mid Value
C-1832,344,6,7455.307500000001,1,High Value
C-1833,613,2,666.06,2,Low Value
C-1834,415,2,4132.65,0,Mid Value
C-1835,78,4,10790.8275,1,High Value
C-1836,71,2,5481.4475,0,Mid Value
C-1837,866,4,3116.34,2,Low Value
C-1838,537,3,7108.2,0,Mid Value
C-1839,1205,1,1894.53,2,Low Value
C-1840,97,6,5658.42,1,High Value
C-1841,650,3,5870.0775,2,Low Value
C-1842,163,2,2023.8300000000002,0,Mid Value
C-1843,1356,1,525.28,2,Low Value
C-1844,25,3,7976.4975,0,Mid Value
C-1845,913,1,4666.087500000001,2,Low Value
C-1846,413,4,7449.0675,0,Mid Value
C-1847,460,4,8567.487500000001,1,High Value
C-1848,1395,1,1087.53,2,Low Value
C-1849,378,1,4666.087500000001,0,Mid Value
C-1850,89,5,10321.6275,1,High Value
C-1851,76,5,11100.6675,1,High Value
C-1852,838,1,559.17,2,Low Value
C-1853,368,2,5049.16,0,Mid Value
C-1854,107,7,5737.86,1,High Value
C-1855,346,3,812.8799999999999,0,Mid Value
C-1856,137,5,5238.32,0,Mid Value
C-1857,204,6,5423.31,1,High Value
C-1858,356,2,228.39,0,Mid Value
C-1859,206,3,6347.1075,0,Mid Value
C-1860,185,3,9295.5075,0,Mid Value
C-1861,498,4,10680.9375,1,High Value
C-1862,315,2,3872.7599999999998,0,Mid Value
C-1863,22,6,7759.860000000001,1,High Value
C-1864,66,7,7857.88,1,High Value
C-1865,377,2,925.19,0,Mid Value
C-1866,405,3,4188.12,0,Mid Value
C-1867,117,4,4304.26,0,Mid Value
C-1868,173,3,4771.32,0,Mid Value
C-1869,133,4,7703.027500000001,1,High Value
C-1870,57,3,578.57,0,Mid Value
C-1871,1241,2,1575.72,2,Low Value
C-1872,489,2,5154.647500000001,0,Mid Value
C-1873,803,1,270.5,2,Low Value
C-1874,199,3,9069.247500000001,0,Mid Value
C-1875,339,5,4010.26,0,Mid Value
C-1876,179,5,3658.66,0,Mid Value
C-1877,27,7,5579.469999999999,1,High Value
C-1878,336,5,929.4300000000001,0,Mid Value
C-1879,708,3,1525.27,2,Low Value
C-1880,47,9,19192.737500000003,1,High Value
C-1881,816,1,535.74,2,Low Value
C-1882,26,5,1700.37,0,Mid Value
C-1883,1145,1,4666.087500000001,2,Low Value
C-1884,12,2,3172.6,0,Mid Value
C-1886,5,7,8046.0875,1,High Value
C-1887,44,7,7240.49,1,High Value
C-1888,57,9,14860.785000000002,1,High Value
C-1889,466,3,1583.3700000000001,0,Mid Value
C-1890,96,1,80.21,0,Mid Value
C-1891,58,3,1418.96,0,Mid Value
C-1892,855,2,1271.79,2,Low Value
C-1893,318,3,544.9300000000001,0,Mid Value
C-1894,211,7,13933.005000000001,1,High Value
C-1895,160,7,7600.507500000001,1,High Value
C-1896,224,2,1094.51,0,Mid Value
C-1897,1,2,745.79,0,Mid Value
C-1898,57,2,3621.01,0,Mid Value
C-1899,551,6,15321.075,1,High Value
C-1900,9,6,12055.987500000001,1,High Value
C-1901,37,3,1142.6799999999998,0,Mid Value
C-1902,146,7,14230.927500000002,1,High Value
C-1903,600,3,4343.49,2,Low Value
C-1904,1179,2,1649.12,2,Low Value
C-1905,486,5,12444.775000000001,1,High Value
C-1906,143,7,12929.1375,1,High Value
C-1907,99,4,9484.497500000001,1,High Value
C-1908,457,3,4563.88,0,Mid Value
C-1909,364,3,12611.855000000001,1,High Value
C-1910,1026,2,467.31,2,Low Value
C-1911,49,4,6457.429999999999,0,Mid Value
C-1912,20,4,10666.155,1,High Value
C-1913,450,3,1976.62,0,Mid Value
C-1914,105,6,5206.349999999999,1,High Value
C-1915,1353,2,4049.89,2,Low Value
C-1916,1027,2,673.72,2,Low Value
C-1917,380,4,6812.3975,0,Mid Value
C-1918,416,4,3186.23,0,Mid Value
C-1919,565,4,895.83,0,Mid Value
C-1920,268,4,3948.76,0,Mid Value
C-1921,392,9,13264.065000000002,1,High Value
C-1922,5,2,1669.21,0,Mid Value
C-1923,147,4,7176.8,0,Mid Value
C-1924,196,4,9557.8075,1,High Value
C-1925,1092,1,29.32,2,Low Value
C-1926,237,3,1836.5300000000002,0,Mid Value
C-1927,430,2,370.17999999999995,0,Mid Value
C-1928,489,2,2558.19,0,Mid Value
C-1929,61,5,6817.777500000001,1,High Value
C-1930,173,2,403.44000000000005,0,Mid Value
C-1931,619,2,568.85,2,Low Value
C-1932,431,5,9852.415,1,High Value
C-1933,481,6,8404.4,1,High Value
C-1935,129,3,5439.210000000001,0,Mid Value
C-1936,379,5,4302.54,0,Mid Value
C-1937,943,1,1492.41,2,Low Value
C-1938,218,5,8144.89,1,High Value
C-1939,208,4,6192.2875,0,Mid Value
C-1940,657,3,1655.74,2,Low Value
C-1941,430,6,7595.99,1,High Value
C-1942,28,1,4666.087500000001,0,Mid Value
C-1943,377,2,4822.607500000001,0,Mid Value
C-1944,276,9,17091.7825,1,High Value
C-1945,117,6,11461.6675,1,High Value
C-1946,209,7,10114.820000000002,1,High Value
C-1947,562,3,3183.2299999999996,2,Low Value
C-1948,384,4,3296.2200000000003,0,Mid Value
C-1949,61,4,5529.487500000001,0,Mid Value
C-1950,74,4,7647.897500000001,1,High Value
C-1951,1390,2,9332.175000000001,2,Low Value
C-1952,1260,1,171.64,2,Low Value
C-1953,60,5,2738.54,0,Mid Value
C-1954,411,3,8626.02,0,Mid Value
C-1955,625,2,339.22,2,Low Value
C-1956,375,3,7682.14,0,Mid Value
C-1957,146,2,1251.07,0,Mid Value
C-1958,289,4,6295.297500000001,0,Mid Value
C-1959,86,5,2015.72,0,Mid Value
C-1960,342,3,5995.5675,0,Mid Value
C-1961,765,2,1048.92,2,Low Value
C-1962,301,6,10109.6475,1,High Value
C-1963,960,3,3304.55,2,Low Value
C-1964,4,3,8372.7875,0,Mid Value
C-1966,479,2,3188.5899999999997,0,Mid Value
C-1967,1062,1,147.88,2,Low Value
C-1968,15,6,7544.97,1,High Value
C-1969,489,3,3295.19,0,Mid Value
C-1970,65,4,2158.62,0,Mid Value
C-1971,259,8,7464.02,1,High Value
C-1972,389,4,4797.75,0,Mid Value
C-1973,392,3,5075.91,0,Mid Value
C-1974,105,3,8832.5775,0,Mid Value
C-1975,113,2,426.24,0,Mid Value
C-1976,168,4,4326.75,0,Mid Value
C-1977,89,4,10074.6175,1,High Value
C-1978,143,7,12152.7675,1,High Value
C-1979,51,5,2196.93,0,Mid Value
C-1980,968,2,467.49,2,Low Value
C-1981,239,6,9837.6875,1,High Value
C-1982,63,2,9332.175000000001,0,Mid Value
C-1983,2,3,410.75,0,Mid Value
C-1984,621,3,2800.12,2,Low Value
C-1985,102,2,2084.91,0,Mid Value
C-1986,12,2,6578.4075,0,Mid Value
C-1987,221,9,12702.49799905074,1,High Value
C-1988,17,2,1655.19,0,Mid Value
C-1989,295,3,4093.64,0,Mid Value
C-1990,308,4,6137.43,0,Mid Value
C-1991,383,3,4435.7,0,Mid Value
C-1992,73,3,6120.797500000001,0,Mid Value
C-1993,634,5,12031.6675,1,High Value
C-1994,620,2,3415.9,2,Low Value
C-1995,14,5,7758.2,1,High Value
C-1996,305,6,9054.0175,1,High Value
C-1997,182,9,7790.8075,1,High Value
C-1998,117,2,1129.94,0,Mid Value
C-1999,230,2,1876.67,0,Mid Value
C-2000,94,3,8900.7675,0,Mid Value
C-2001,30,7,9876.0575,1,High Value
C-2002,1400,1,593.95,2,Low Value
C-2003,11,6,6424.7300000000005,1,High Value
C-2004,190,5,5609.7475,0,Mid Value
C-2005,162,6,6183.4975,1,High Value
C-2006,616,5,8403.35,1,High Value
C-2007,591,3,4979.64,2,Low Value
C-2008,476,3,4368.46,0,Mid Value
C-2009,275,3,2972.45,0,Mid Value
C-2010,344,5,8822.6775,1,High Value
C-2011,67,3,9020.8475,0,Mid Value
C-2012,506,3,4536.77,0,Mid Value
C-2013,48,3,5336.477500000001,0,Mid Value
C-2014,977,3,7446.437500000001,2,Low Value
C-2015,545,3,3950.87,0,Mid Value
C-2016,15,5,4399.67,0,Mid Value
C-2017,15,2,1660.98,0,Mid Value
C-2018,1072,3,6479.547500000001,2,Low Value
C-2019,131,3,1704.2599999999998,0,Mid Value
C-2020,413,6,6889.937500000001,1,High Value
C-2021,388,2,1169.6,0,Mid Value
C-2022,97,6,9374.4775,1,High Value
C-2023,449,3,11061.995,1,High Value
C-2024,28,1,2829.18,0,Mid Value
C-2025,548,2,962.1099999999999,2,Low Value
C-2026,28,5,9048.25,1,High Value
C-2027,598,2,628.29,2,Low Value
C-2028,418,5,11311.107500000002,1,High Value
C-2029,414,3,5622.4375,0,Mid Value
C-2030,127,5,8945.7675,1,High Value
C-2031,1353,3,1945.69,2,Low Value
C-2032,856,2,1148.38,2,Low Value
C-2033,637,2,1844.98,2,Low Value
C-2034,960,5,10871.358833924043,1,High Value
C-2035,387,2,3903.83,0,Mid Value
C-2036,993,2,274.96,2,Low Value
C-2037,301,4,12843.4175,1,High Value
C-2038,702,1,4566.05,2,Low Value
C-2039,531,4,6500.56,0,Mid Value
C-2040,417,3,5716.3,0,Mid Value
C-2041,777,3,6006.087500000001,2,Low Value
C-2042,382,3,715.5699999999999,0,Mid Value
C-2043,234,3,3027.73,0,Mid Value
C-2044,511,2,4249.2,2,Low Value
C-2045,160,6,11076.375,1,High Value
C-2046,264,8,12809.30652879321,1,High Value
C-2047,128,7,12052.0375,1,High Value
C-2048,95,5,7169.257500000001,1,High Value
C-2049,585,1,996.45,2,Low Value
C-2050,75,7,16218.185000000001,1,High Value
C-2051,708,4,1441.92,2,Low Value
C-2052,207,4,2175.13,0,Mid Value
C-2053,212,5,10959.2075,1,High Value
C-2054,318,3,7938.477500000001,0,Mid Value
C-2055,694,3,2059.5299999999997,2,Low Value
C-2056,586,4,1826.7599999999998,2,Low Value
C-2057,152,6,4184.4400000000005,1,High Value
C-2058,143,4,3556.79,0,Mid Value
C-2059,262,5,1781.41,0,Mid Value
C-2060,495,4,5995.637500000001,0,Mid Value
C-2061,464,4,4852.3775000000005,0,Mid Value
C-2062,439,1,181.66,2,Low Value
C-2063,226,3,5152.52,0,Mid Value
C-2064,134,3,7059.437500000001,0,Mid Value
C-2065,337,4,6004.33,0,Mid Value
C-2066,338,2,1424.44,0,Mid Value
C-2067,68,6,7329.727500000001,1,High Value
C-2068,81,5,6005.24,1,High Value
C-2069,58,5,7545.5599999999995,1,High Value
C-2070,181,2,6269.587500000001,0,Mid Value
C-2071,122,6,14794.515000000001,1,High Value
C-2072,501,4,7041.2075,0,Mid Value
C-2073,34,1,4307.66,0,Mid Value
C-2074,2,4,3217.9700000000003,0,Mid Value
C-2075,488,2,492.13,2,Low Value
C-2076,217,5,4574.94,0,Mid Value
C-2077,284,1,230.65,0,Mid Value
C-2078,57,7,7748.6,1,High Value
C-2079,162,3,8021.147500000001,0,Mid Value
C-2080,22,6,11110.567500000001,1,High Value
C-2081,18,5,12820.515000000001,1,High Value
C-2082,23,8,16507.325,1,High Value
C-2083,382,6,11099.767500000002,1,High Value
C-2084,10,5,8695.85,1,High Value
C-2085,131,6,2561.41,0,Mid Value
C-2086,947,3,3950.59,2,Low Value
C-2087,390,5,7216.567500000001,1,High Value
C-2088,617,6,6053.58,1,High Value
C-2089,549,4,6617.6275000000005,0,Mid Value
C-2090,95,5,6852.56,1,High Value
C-2091,150,4,2794.46,0,Mid Value
C-2092,16,6,3347.56,0,Mid Value
C-2093,150,7,11613.065000000002,1,High Value
C-2094,356,6,16112.7625,1,High Value
C-2095,78,2,1851.84,0,Mid Value
C-2096,307,4,1654.3700000000001,0,Mid Value
C-2097,58,5,12708.905,1,High Value
C-2098,46,8,12580.567500000001,1,High Value
C-2099,15,4,9239.737500000001,1,High Value
C-2100,244,4,7010.817500000001,0,Mid Value
C-2101,94,3,3363.7799999999997,0,Mid Value
C-2102,381,7,6526.19,1,High Value
C-2103,218,2,5008.9875,0,Mid Value
C-2104,291,3,2308.41,0,Mid Value
C-2105,682,4,4729.84,2,Low Value
C-2106,1,3,2539.01,0,Mid Value
C-2107,808,1,480.0,2,Low Value
C-2108,138,3,1193.65,0,Mid Value
C-2109,436,5,10084.415,1,High Value
C-2110,220,2,3368.4,0,Mid Value
C-2111,305,5,8126.07,1,High Value
C-2112,228,2,2063.72,0,Mid Value
C-2113,1036,4,9960.735,2,Low Value
C-2114,7,6,6627.857500000001,1,High Value
C-2115,1,4,4005.2500000000005,0,Mid Value
C-2116,105,4,12456.1675,1,High Value
C-2117,97,3,4847.1675000000005,0,Mid Value
C-2118,670,3,1059.93,2,Low Value
C-2119,379,7,6271.76,1,High Value
C-2120,1001,2,2115.4,2,Low Value
C-2121,18,8,13535.99,1,High Value
C-2122,683,3,3748.9800000000005,2,Low Value
C-2123,134,5,15756.8325,1,High Value
C-2124,291,3,8547.5175,0,Mid Value
C-2125,433,2,828.04,0,Mid Value
C-2126,86,5,8112.497500000001,1,High Value
C-2127,1088,3,927.49,2,Low Value
C-2128,6,9,17930.325,1,High Value
C-2129,803,2,387.04999999999995,2,Low Value
C-2130,368,4,10238.035,1,High Value
C-2131,547,2,3710.66,2,Low Value
C-2132,115,5,10810.2075,1,High Value
C-2133,18,5,14659.215,1,High Value
C-2134,423,3,6411.86,0,Mid Value
C-2135,958,4,681.48,2,Low Value
C-2136,31,6,7102.757500000001,1,High Value
C-2137,59,9,11484.577500000001,1,High Value
C-2138,254,3,840.36,0,Mid Value
C-2139,837,4,5304.6175,2,Low Value
C-2140,11,2,6385.4175000000005,0,Mid Value
C-2141,42,7,9313.72,1,High Value
C-2142,572,4,3475.67,0,Mid Value
C-2143,584,4,2801.47,0,Mid Value
C-2144,1100,2,326.13,2,Low Value
C-2145,45,7,13471.5775,1,High Value
C-2146,11,5,5129.78,0,Mid Value
C-2147,460,4,6434.3775000000005,0,Mid Value
C-2148,516,3,1652.34,0,Mid Value
C-2149,164,4,2233.96,0,Mid Value
C-2150,88,2,4666.27,0,Mid Value
C-2151,1029,2,1214.88,2,Low Value
C-2152,98,4,9902.640000000001,1,High Value
C-2153,1,6,11426.755000000001,1,High Value
C-2154,280,4,2672.14,0,Mid Value
C-2156,126,9,15265.067500000001,1,High Value
C-2157,84,5,13150.385000000002,1,High Value
C-2158,65,7,8733.5275,1,High Value
C-2159,315,3,9138.5475,0,Mid Value
C-2160,107,8,6506.1275000000005,1,High Value
C-2161,573,3,1869.5,2,Low Value
C-2162,182,2,879.24,0,Mid Value
C-2163,355,5,5907.47,1,High Value
C-2164,415,5,6484.757500000001,1,High Value
C-2165,159,2,4789.1275000000005,0,Mid Value
C-2166,1,5,6254.96,1,High Value
C-2167,54,4,9763.665,1,High Value
C-2168,187,4,5324.467500000001,0,Mid Value
C-2169,116,8,6483.09,1,High Value
C-2170,730,2,9332.175000000001,2,Low Value
C-2171,855,3,2112.64,2,Low Value
C-2172,1345,1,1332.3,2,Low Value
C-2173,89,4,6916.357500000001,0,Mid Value
C-2174,476,1,1582.38,2,Low Value
C-2175,28,4,11689.005000000001,1,High Value
C-2176,283,2,3061.8,0,Mid Value
C-2177,19,2,4686.337500000001,0,Mid Value
C-2178,4,4,4416.860000000001,0,Mid Value
C-2179,20,9,16248.845000000001,1,High Value
C-2180,476,3,9468.795000000002,0,Mid Value
C-2181,77,6,3244.86,0,Mid Value
C-2182,994,3,2794.8999999999996,2,Low Value
C-2184,425,4,10067.875,1,High Value
C-2185,485,5,10764.525000000001,1,High Value
C-2186,245,5,3218.3500000000004,0,Mid Value
C-2187,121,5,10038.827500000001,1,High Value
C-2188,34,8,4485.09,1,High Value
C-2189,82,2,5263.1175,0,Mid Value
C-2190,592,5,4722.3,0,Mid Value
C-2191,148,6,16006.195000000002,1,High Value
C-2192,153,5,8546.63,1,High Value
C-2193,1,2,3609.18,0,Mid Value
C-2194,27,4,7813.9975,1,High Value
C-2195,23,7,11272.2475,1,High Value
C-2197,193,5,9143.2775,1,High Value
C-2198,247,6,5494.139999999999,1,High Value
C-2199,33,5,10479.105000000001,1,High Value
C-2200,446,2,521.6,0,Mid Value
C-2201,211,4,10345.077500000001,1,High Value
C-2202,49,3,2549.3900000000003,0,Mid Value
C-2203,197,5,8647.31,1,High Value
C-2204,652,2,4728.017500000001,2,Low Value
C-2205,1018,3,6004.1075,2,Low Value
C-2206,142,2,4740.647500000001,0,Mid Value
C-2207,210,5,10672.695,1,High Value
C-2208,97,6,10020.421925381605,1,High Value
C-2209,1076,1,96.97,2,Low Value
C-2210,102,6,3775.35,1,High Value
C-2211,63,6,7776.8675,1,High Value
C-2212,20,3,1813.4199999999998,0,Mid Value
C-2213,647,2,2923.3100000000004,2,Low Value
C-2214,179,4,3973.1800000000003,0,Mid Value
C-2215,169,3,4089.0600000000004,0,Mid Value
C-2216,12,4,7820.137500000001,1,High Value
C-2217,507,1,1344.15,2,Low Value
C-2218,284,2,2263.9900000000002,0,Mid Value
C-2219,175,3,2543.7799999999997,0,Mid Value
C-2220,301,5,7034.307500000001,1,High Value
C-2221,329,3,10364.955000000002,1,High Value
C-2222,19,5,12122.355000000001,1,High Value
C-2223,36,3,960.88,0,Mid Value
C-2224,272,3,10323.487500000001,1,High Value
C-2225,455,2,5192.5599999999995,0,Mid Value
C-2226,602,4,5667.837500000001,0,Mid Value
C-2227,550,3,837.19,2,Low Value
C-2228,163,9,13633.105484885658,1,High Value
C-2229,210,2,2072.14,0,Mid Value
C-2230,19,4,12613.4875,1,High Value
C-2231,592,1,850.35,2,Low Value
C-2232,196,2,4815.2475,0,Mid Value
C-2233,194,5,13835.2775,1,High Value
C-2234,22,3,9823.987500000001,1,High Value
C-2235,153,7,9104.22,1,High Value
C-2236,371,6,18320.322500000002,1,High Value
C-2237,403,6,4751.25,1,High Value
C-2238,178,4,2058.8199999999997,0,Mid Value
C-2239,643,3,5972.577500000001,2,Low Value
C-2240,587,3,6401.067825088966,2,Low Value
C-2241,398,2,5960.610000000001,0,Mid Value
C-2242,151,3,1281.35,0,Mid Value
C-2243,30,4,4384.92,0,Mid Value
C-2244,109,4,3288.36,0,Mid Value
C-2245,18,5,3870.1200000000003,0,Mid Value
C-2246,78,8,10903.91,1,High Value
C-2247,197,4,3696.43,0,Mid Value
C-2248,33,6,2222.35,0,Mid Value
C-2250,774,4,3601.32,2,Low Value
C-2251,1384,1,56.37,2,Low Value
C-2252,222,5,15028.402500000002,1,High Value
C-2253,272,2,5540.887500000001,0,Mid Value
C-2254,347,5,10445.939999999999,1,High Value
C-2255,528,4,1338.77,0,Mid Value
C-2256,418,2,2083.42,0,Mid Value
C-2257,152,3,3049.9399999999996,0,Mid Value
C-2258,776,3,5419.7475,2,Low Value
C-2259,219,3,2342.4,0,Mid Value
C-2260,43,4,5530.597500000001,0,Mid Value
C-2261,153,3,5595.217500000001,0,Mid Value
C-2262,306,2,990.22,0,Mid Value
C-2263,135,7,3485.24,1,High Value
C-2264,101,5,6133.587500000001,1,High Value
C-2265,47,8,8168.389999999999,1,High Value
C-2266,49,6,2964.86,0,Mid Value
C-2267,150,2,5551.8675,0,Mid Value
C-2268,1116,4,1524.41,2,Low Value
C-2269,359,4,3280.7,0,Mid Value
C-2270,136,6,2286.72,0,Mid Value
C-2271,96,4,2802.92,0,Mid Value
C-2272,67,6,14115.1,1,High Value
